,index,log2_deme,migration_rate,s_driver_birth
3139,00001A90,5,0.05,2.0
3140,000022CB,6,0.25,1.0
3141,00001C07,5,0.1,0.3
3142,00000AD3,2,0.5,0.3
3143,00002A1E,7,0.5,0.2
3144,00001838,4,1.0,2.0
3145,00002901,7,0.25,1.1
3146,000024D3,6,1.0,1.8
3147,00002670,7,0.025,1.6
3148,00001929,5,0.01,1.6
3149,00002DA6,8,0.05,1.2
3150,00000AC1,2,0.5,0.5
3151,000009A2,2,0.25,1.4
3152,00002DC7,8,0.05,0.9
3153,000014AE,4,0.05,1.1
3154,00001906,5,0.01,2.0
3155,00001670,4,0.25,0.6
3156,000017B6,4,0.75,1.3
3157,00003117,8,0.75,0.4
3158,00000826,2,0.05,1.2
3159,00001B6C,5,0.1,1.8
3160,000001FF,1,0.05,0.9
3161,000006FF,2,0.01,0.1
3162,00001EBB,5,1.0,1.4
3163,00000CB4,3,0.01,1.5
3164,00001740,4,0.5,0.5
3165,00001862,4,1.0,1.6
3166,000010E9,3,0.5,0.8
3167,0000161B,4,0.25,1.5
3168,00002130,6,0.05,1.1
3169,00000C99,3,0.01,1.8
3170,00001FB6,6,0.01,0.9
3171,00001063,3,0.25,0.1
3172,00000B68,2,0.75,0.8
3173,000016E9,4,0.5,1.4
3174,00000CC1,3,0.01,1.4
3175,0000092B,2,0.1,0.6
3176,000030ED,8,0.75,0.8
3177,00001478,4,0.05,1.6
3178,000030DE,8,0.75,0.9
3179,0000291A,7,0.25,0.8
3180,00001E50,5,0.75,0.4
3181,00002309,6,0.25,0.4
3182,0000199D,5,0.01,0.5
3183,00000816,2,0.05,1.3
3184,000029DB,7,0.5,0.9
3185,00001A5F,5,0.025,0.5
3186,00000CC0,3,0.01,1.4
3187,000004EA,1,0.75,1.5
3188,00002E04,8,0.05,0.2
3189,000000B1,1,0.01,0.3
3190,00000BB3,2,0.75,0.1
3191,000027B3,7,0.05,0.4
3192,000007AC,2,0.025,0.4
3193,0000118D,3,0.75,1.1
3194,000004B6,1,0.75,2.0
3195,00002E8B,8,0.1,0.9
3196,00001748,4,0.5,0.4
3197,000000DD,1,0.025,1.8
3198,0000170D,4,0.5,1.0
3199,00001531,4,0.1,1.8
3200,00001BA4,5,0.1,1.3
3201,00000D39,3,0.01,0.2
3202,0000147A,4,0.05,1.6
3203,00000B1C,2,0.75,1.6
3204,000000E9,1,0.025,1.7
3205,00000AD8,2,0.5,0.3
3206,00000A55,2,0.5,1.6
3207,000016B7,4,0.5,1.9
3208,000016D5,4,0.5,1.6
3209,00000023,1,0.01,1.7
3210,00002137,6,0.05,1.0
3211,0000057C,1,1.0,2.0
3212,0000252A,6,1.0,0.9
3213,000031B5,8,1.0,0.8
3214,00001ABD,5,0.05,1.6
3215,0000028C,1,0.1,1.5
3216,00001C9B,5,0.25,0.8
3217,00001762,4,0.5,0.2
3218,0000047A,1,0.5,0.6
3219,00002934,7,0.25,0.6
3220,00001DC3,5,0.75,1.9
3221,00002E5C,8,0.1,1.4
3222,000014DE,4,0.05,0.6
3223,00000E92,3,0.05,0.7
3224,0000218A,6,0.05,0.2
3225,000011B7,3,0.75,0.7
3226,00002E0A,8,0.05,0.2
3227,00001F9C,6,0.01,1.1
3228,0000127E,3,1.0,0.7
3229,00000965,2,0.25,2.0
3230,000017F6,4,0.75,0.7
3231,00001426,4,0.025,0.5
3232,0000191F,5,0.01,1.7
3233,000025BD,7,0.01,1.4
3234,00000DEC,3,0.025,0.4
3235,00002E86,8,0.1,0.9
3236,000022AD,6,0.25,1.3
3237,00002583,7,0.01,2.0
3238,00002A62,7,0.75,1.5
3239,0000151C,4,0.1,2.0
3240,00002C4E,8,0.01,0.6
3241,0000010C,1,0.025,1.4
3242,00001971,5,0.01,0.9
3243,000014EB,4,0.05,0.5
3244,000015CC,4,0.1,0.2
3245,0000300D,8,0.5,1.0
3246,0000165A,4,0.25,0.8
3247,000024D4,6,1.0,1.8
3248,0000147B,4,0.05,1.6
3249,000023F1,6,0.75,2.0
3250,0000233A,6,0.5,1.9
3251,00001A8E,5,0.025,0.1
3252,0000134F,4,0.01,0.6
3253,000029B9,7,0.5,1.2
3254,0000031B,1,0.1,0.1
3255,00000B9F,2,0.75,0.3
3256,00001560,4,0.1,1.3
3257,000023E5,6,0.5,0.2
3258,0000153F,4,0.1,1.7
3259,00001340,4,0.01,0.8
3260,000016BB,4,0.5,1.9
3261,0000184B,4,1.0,1.9
3262,0000159D,4,0.1,0.7
3263,00000DC5,3,0.025,0.8
3264,000009C5,2,0.25,1.0
3265,0000313B,8,1.0,2.0
3266,000023FB,6,0.75,1.9
3267,00000723,2,0.025,1.8
3268,00001BA1,5,0.1,1.3
3269,00000998,2,0.25,1.5
3270,00001776,4,0.75,2.0
3271,0000022F,1,0.05,0.5
3272,0000115A,3,0.75,1.6
3273,00001538,4,0.1,1.7
3274,00002BF0,8,0.01,1.6
3275,000016F9,4,0.5,1.2
3276,000026CE,7,0.025,0.7
3277,000011C4,3,0.75,0.6
3278,0000280C,7,0.1,1.5
3279,00001FD7,6,0.01,0.5
3280,000026FD,7,0.025,0.2
3281,00001894,4,1.0,1.1
3282,00000CCA,3,0.01,1.3
3283,0000185D,4,1.0,1.7
3284,00002E28,8,0.1,1.9
3285,0000027B,1,0.1,1.7
3286,00000E4C,3,0.05,1.4
3287,000027D7,7,0.05,0.1
3288,00002225,6,0.1,0.6
3289,000018CF,4,1.0,0.5
3290,0000024C,1,0.05,0.2
3291,0000241A,6,0.75,1.6
3292,000024DD,6,1.0,1.7
3293,000012BB,3,1.0,0.1
3294,00002BB9,7,1.0,0.1
3295,00001C5F,5,0.25,1.4
3296,00002CDD,8,0.025,1.2
3297,00001DBD,5,0.75,1.9
3298,000014CF,4,0.05,0.8
3299,00000AE1,2,0.5,0.2
3300,000019D7,5,0.025,1.9
3301,00001D8C,5,0.5,0.4
3302,0000112A,3,0.5,0.1
3303,0000295B,7,0.25,0.2
3304,0000005E,1,0.01,1.1
3305,00000E14,3,0.05,2.0
3306,000024B1,6,0.75,0.1
3307,00000E9D,3,0.05,0.6
3308,00001495,4,0.05,1.4
3309,00001777,4,0.75,2.0
3310,00001A97,5,0.05,2.0
3311,000008A0,2,0.1,2.0
3312,0000112B,3,0.5,0.1
3313,0000028A,1,0.1,1.5
3314,00000FE4,3,0.25,1.4
3315,00000D94,3,0.025,1.3
3316,0000041A,1,0.5,1.5
3317,000006A5,2,0.01,1.0
3318,000023D0,6,0.5,0.4
3319,00001507,4,0.05,0.2
3320,0000282C,7,0.1,1.2
3321,0000161C,4,0.25,1.4
3322,00002058,6,0.025,1.2
3323,00001C96,5,0.25,0.9
3324,000009EF,2,0.25,0.6
3325,000020E7,6,0.05,1.8
3326,000027D0,7,0.05,0.1
3327,00002136,6,0.05,1.0
3328,0000083F,2,0.05,0.9
3329,00000758,2,0.025,1.2
3330,000026AD,7,0.025,1.0
3331,00001CF1,5,0.5,2.0
3332,00002BD8,8,0.01,1.8
3333,000009A7,2,0.25,1.3
3334,00001825,4,0.75,0.2
3335,0000160A,4,0.25,1.6
3336,0000204C,6,0.025,1.4
3337,00001B22,5,0.05,0.6
3338,00002832,7,0.1,1.1
3339,00001842,4,1.0,1.9
3340,00003196,8,1.0,1.1
3341,00002E3A,8,0.1,1.7
3342,00001D51,5,0.5,1.0
3343,000014B3,4,0.05,1.1
3344,00002E79,8,0.1,1.1
3345,000018B8,4,1.0,0.8
3346,000006FB,2,0.01,0.2
3347,000017BF,4,0.75,1.3
3348,000031B1,8,1.0,0.8
3349,000008C6,2,0.1,1.6
3350,0000086F,2,0.05,0.5
3351,0000315D,8,1.0,1.7
3352,000006E2,2,0.01,0.4
3353,00001D69,5,0.5,0.8
3354,00001627,4,0.25,1.3
3355,00002E5D,8,0.1,1.4
3356,00001BE3,5,0.1,0.7
3357,00000123,1,0.025,1.1
3358,0000299D,7,0.5,1.5
3359,00002949,7,0.25,0.4
3360,0000025B,1,0.1,2.0
3361,00000398,1,0.25,0.8
3362,0000092F,2,0.1,0.5
3363,000012A7,3,1.0,0.3
3364,00001A94,5,0.05,2.0
3365,0000204D,6,0.025,1.4
3366,000008ED,2,0.1,1.2
3367,00001F06,5,1.0,0.6
3368,00001DB8,5,0.75,2.0
3369,0000195F,5,0.01,1.1
3370,000018C7,4,1.0,0.6
3371,00002643,7,0.01,0.1
3372,00000CAE,3,0.01,1.6
3373,0000059F,1,1.0,1.7
3374,00002413,6,0.75,1.7
3375,00002DB1,8,0.05,1.1
3376,000023A2,6,0.5,0.8
3377,00002A32,7,0.75,2.0
3378,00002597,7,0.01,1.8
3379,00000776,2,0.025,0.9
3380,000014C4,4,0.05,0.9
3381,00000E98,3,0.05,0.7
3382,00000F71,3,0.1,0.5
3383,00002A7B,7,0.75,1.3
3384,0000014D,1,0.025,0.7
3385,0000174E,4,0.5,0.4
3386,00001FAC,6,0.01,1.0
3387,00003154,8,1.0,1.8
3388,00000E0A,3,0.025,0.1
3389,00001A23,5,0.025,1.1
3390,00000E3E,3,0.05,1.6
3391,000001F5,1,0.05,1.0
3392,00003184,8,1.0,1.3
3393,0000116B,3,0.75,1.5
3394,00001801,4,0.75,0.6
3395,000019E1,5,0.025,1.8
3396,00002F21,8,0.25,1.4
3397,00002CBF,8,0.025,1.5
3398,00001E88,5,1.0,1.9
3399,00002D4E,8,0.025,0.1
3400,00002B7B,7,1.0,0.7
3401,000008F7,2,0.1,1.1
3402,000029C7,7,0.5,1.1
3403,0000122B,3,1.0,1.5
3404,000020A7,6,0.025,0.5
3405,00000025,1,0.01,1.7
3406,00000A36,2,0.5,1.9
3407,000016A4,4,0.25,0.1
3408,000021CC,6,0.1,1.5
3409,00002EDD,8,0.1,0.1
3410,000009E1,2,0.25,0.8
3411,000011B0,3,0.75,0.8
3412,00002AF8,7,1.0,2.0
3413,00000C0C,2,1.0,1.2
3414,00000D1E,3,0.01,0.5
3415,00001282,3,1.0,0.7
3416,000002A7,1,0.1,1.3
3417,000009FB,2,0.25,0.5
3418,00001316,4,0.01,1.2
3419,000001C9,1,0.05,1.5
3420,000030C8,8,0.75,1.2
3421,000019BB,5,0.01,0.2
3422,00001D04,5,0.5,1.8
3423,00000CE0,3,0.01,1.1
3424,00000993,2,0.25,1.5
3425,00001E36,5,0.75,0.7
3426,00000977,2,0.25,1.8
3427,00001E0E,5,0.75,1.1
3428,0000157C,4,0.1,1.0
3429,00002637,7,0.01,0.2
3430,00000F12,3,0.1,1.5
3431,000020B6,6,0.025,0.3
3432,00002F32,8,0.25,1.2
3433,00000BA4,2,0.75,0.2
3434,00002FA0,8,0.25,0.1
3435,00001A63,5,0.025,0.5
3436,0000175A,4,0.5,0.3
3437,0000257E,6,1.0,0.1
3438,000028A6,7,0.25,2.0
3439,0000163B,4,0.25,1.1
3440,000021AD,6,0.1,1.8
3441,000013EC,4,0.025,1.0
3442,0000154A,4,0.1,1.5
3443,00000689,2,0.01,1.3
3444,00002BD1,8,0.01,1.9
3445,00000126,1,0.025,1.1
3446,00000671,2,0.01,1.6
3447,00001DFD,5,0.75,1.3
3448,0000046A,1,0.5,0.7
3449,0000072F,2,0.025,1.7
3450,00002785,7,0.05,0.9
3451,0000188A,4,1.0,1.2
3452,00001415,4,0.025,0.6
3453,00000393,1,0.25,0.9
3454,00002F8E,8,0.25,0.3
3455,000030F9,8,0.75,0.7
3456,00002982,7,0.5,1.8
3457,0000088A,2,0.05,0.2
3458,00001A0E,5,0.025,1.3
3459,000002AF,1,0.1,1.2
3460,000002B5,1,0.1,1.1
3461,00002F75,8,0.25,0.6
3462,00001A1C,5,0.025,1.2
3463,0000208C,6,0.025,0.7
3464,000020AE,6,0.025,0.4
3465,00002715,7,0.05,2.0
3466,00002756,7,0.05,1.3
3467,0000171D,4,0.5,0.9
3468,00000253,1,0.05,0.1
3469,000007C9,2,0.025,0.1
3470,0000235B,6,0.5,1.5
3471,00001076,3,0.5,1.9
3472,00001C32,5,0.25,1.9
3473,0000209C,6,0.025,0.6
3474,0000208E,6,0.025,0.7
3475,000009AB,2,0.25,1.3
3476,000012B7,3,1.0,0.1
3477,000028F1,7,0.25,1.2
3478,00002461,6,0.75,0.9
3479,00001442,4,0.025,0.2
3480,000022C7,6,0.25,1.0
3481,0000079C,2,0.025,0.6
3482,0000128F,3,1.0,0.5
3483,000012CB,4,0.01,1.9
3484,00002295,6,0.25,1.5
3485,0000180F,4,0.75,0.5
3486,00002C8D,8,0.025,2.0
3487,00000D48,3,0.025,2.0
3488,00001A84,5,0.025,0.2
3489,00001D25,5,0.5,1.4
3490,00001569,4,0.1,1.2
3491,000003F1,1,0.5,2.0
3492,00000B20,2,0.75,1.6
3493,00000B07,2,0.75,1.8
3494,0000306E,8,0.5,0.1
3495,0000069D,2,0.01,1.1
3496,0000040E,1,0.5,1.7
3497,0000095D,2,0.1,0.1
3498,00001AE0,5,0.05,1.2
3499,00001595,4,0.1,0.8
3500,00002E2B,8,0.1,1.9
3501,00002DE0,8,0.05,0.6
3502,0000128A,3,1.0,0.6
3503,00002322,6,0.25,0.1
3504,00001465,4,0.05,1.8
3505,0000246F,6,0.75,0.8
3506,0000198E,5,0.01,0.6
3507,00002FEB,8,0.5,1.4
3508,00002807,7,0.1,1.6
3509,00001E69,5,0.75,0.2
3510,00000F52,3,0.1,0.8
3511,00000B89,2,0.75,0.5
3512,00001F3E,5,1.0,0.1
3513,00002CF5,8,0.025,1.0
3514,00002C2C,8,0.01,1.0
3515,0000002B,1,0.01,1.6
3516,00000F6C,3,0.1,0.6
3517,00000A0B,2,0.25,0.3
3518,00001224,3,1.0,1.6
3519,00000D9B,3,0.025,1.2
3520,00002B5C,7,1.0,1.0
3521,00000981,2,0.25,1.7
3522,00002CC0,8,0.025,1.5
3523,0000243B,6,0.75,1.3
3524,00000982,2,0.25,1.7
3525,00002E61,8,0.1,1.3
3526,00001CA9,5,0.25,0.7
3527,000003D3,1,0.25,0.3
3528,000011A4,3,0.75,0.9
3529,00002516,6,1.0,1.1
3530,00001A91,5,0.05,2.0
3531,0000182A,4,0.75,0.2
3532,0000155F,4,0.1,1.3
3533,00001AEE,5,0.05,1.1
3534,00002C2A,8,0.01,1.0
3535,00001D46,5,0.5,1.1
3536,000019B3,5,0.01,0.3
3537,00001251,3,1.0,1.2
3538,00001A07,5,0.025,1.4
3539,00000666,2,0.01,1.7
3540,00001A20,5,0.025,1.2
3541,00000254,1,0.05,0.1
3542,00001337,4,0.01,0.9
3543,00001A45,5,0.025,0.8
3544,000005D2,1,1.0,1.1
3545,00000B79,2,0.75,0.7
3546,00003157,8,1.0,1.7
3547,00002A28,7,0.5,0.1
3548,00001F87,6,0.01,1.3
3549,00000672,2,0.01,1.5
3550,00001061,3,0.25,0.1
3551,00000C32,2,1.0,0.8
3552,0000203D,6,0.025,1.5
3553,000015EF,4,0.25,1.9
3554,00002A6E,7,0.75,1.4
3555,00000D12,3,0.01,0.6
3556,00000BBB,2,1.0,2.0
3557,00000242,1,0.05,0.3
3558,00000C23,2,1.0,1.0
3559,000001C0,1,0.05,1.6
3560,0000289C,7,0.1,0.1
3561,00002F3E,8,0.25,1.1
3562,000014A4,4,0.05,1.2
3563,00002F7E,8,0.25,0.5
3564,0000219D,6,0.1,2.0
3565,00002509,6,1.0,1.2
3566,000002EE,1,0.1,0.5
3567,000031DB,8,1.0,0.4
3568,00000DB9,3,0.025,0.9
3569,00000712,2,0.025,1.9
3570,00000A9B,2,0.5,0.9
3571,0000124F,3,1.0,1.2
3572,00001DAA,5,0.5,0.1
3573,000008C4,2,0.1,1.6
3574,00002DB4,8,0.05,1.0
3575,00000437,1,0.5,1.3
3576,000000A5,1,0.01,0.4
3577,0000160B,4,0.25,1.6
3578,0000230A,6,0.25,0.3
3579,000022BD,6,0.25,1.1
3580,00000A77,2,0.5,1.3
3581,00000A3B,2,0.5,1.9
3582,000013C7,4,0.025,1.4
3583,00001506,4,0.05,0.2
3584,00000A16,2,0.25,0.2
3585,0000126A,3,1.0,0.9
3586,000003A0,1,0.25,0.8
3587,0000304A,8,0.5,0.4
3588,0000263E,7,0.01,0.1
3589,00000A1D,2,0.25,0.2
3590,00001A98,5,0.05,2.0
3591,00002E83,8,0.1,1.0
3592,00000B92,2,0.75,0.4
3593,00002FCE,8,0.5,1.7
3594,000019E6,5,0.025,1.7
3595,00000AC5,2,0.5,0.5
3596,0000176C,4,0.5,0.1
3597,00001940,5,0.01,1.4
3598,0000033B,1,0.25,1.8
3599,0000076A,2,0.025,1.1
3600,00001562,4,0.1,1.3
3601,00001E57,5,0.75,0.4
3602,000008F9,2,0.1,1.1
3603,00000DC9,3,0.025,0.8
3604,00000624,1,1.0,0.3
3605,0000254D,6,1.0,0.6
3606,00003096,8,0.75,1.7
3607,00000DE4,3,0.025,0.5
3608,00000D04,3,0.01,0.7
3609,00000DE8,3,0.025,0.4
3610,00001A71,5,0.025,0.4
3611,00002798,7,0.05,0.7
3612,00002C36,8,0.01,0.9
3613,00001550,4,0.1,1.5
3614,00001C22,5,0.25,2.0
3615,00002D42,8,0.025,0.2
3616,00002256,6,0.1,0.1
3617,00001288,3,1.0,0.6
3618,00000D02,3,0.01,0.7
3619,00002336,6,0.5,1.9
3620,000003C9,1,0.25,0.4
3621,0000159A,4,0.1,0.7
3622,00000DFF,3,0.025,0.2
3623,00001E92,5,1.0,1.8
3624,0000096C,2,0.25,1.9
3625,000011F6,3,0.75,0.1
3626,00001E30,5,0.75,0.8
3627,000026A0,7,0.025,1.2
3628,00002F48,8,0.25,1.0
3629,000029B4,7,0.5,1.3
3630,00002955,7,0.25,0.2
3631,000004B7,1,0.75,2.0
3632,0000015A,1,0.025,0.6
3633,000007D4,2,0.05,2.0
3634,0000067D,2,0.01,1.4
3635,000012F2,4,0.01,1.5
3636,0000137C,4,0.01,0.2
3637,0000247B,6,0.75,0.7
3638,00000A38,2,0.5,1.9
3639,0000119C,3,0.75,1.0
3640,00002262,6,0.25,2.0
3641,00001CD0,5,0.25,0.3
3642,000017BB,4,0.75,1.3
3643,000000C2,1,0.01,0.1
3644,0000074B,2,0.025,1.4
3645,00002863,7,0.1,0.7
3646,00003158,8,1.0,1.7
3647,00002FF5,8,0.5,1.3
3648,00002B64,7,1.0,1.0
3649,00002352,6,0.5,1.6
3650,00000432,1,0.5,1.3
3651,000029FF,7,0.5,0.5
3652,0000222B,6,0.1,0.6
3653,000028B7,7,0.25,1.8
3654,000017C8,4,0.75,1.2
3655,00000C16,2,1.0,1.1
3656,000027FE,7,0.1,1.7
3657,00000F9D,3,0.1,0.1
3658,000008E7,2,0.1,1.3
3659,00002562,6,1.0,0.3
3660,00001AB0,5,0.05,1.7
3661,0000162D,4,0.25,1.3
3662,00000FD4,3,0.25,1.5
3663,00001F5E,6,0.01,1.7
3664,00000E37,3,0.05,1.7
3665,0000223A,6,0.1,0.4
3666,000009B2,2,0.25,1.2
3667,000031A1,8,1.0,1.0
3668,0000267E,7,0.025,1.5
3669,00001FD6,6,0.01,0.5
3670,000018B6,4,1.0,0.8
3671,00002A1A,7,0.5,0.3
3672,000017B2,4,0.75,1.4
3673,0000177A,4,0.75,1.9
3674,000021AE,6,0.1,1.8
3675,0000085F,2,0.05,0.6
3676,00000292,1,0.1,1.5
3677,00002029,6,0.025,1.7
3678,00001D35,5,0.5,1.3
3679,0000061B,1,1.0,0.4
3680,00001CE7,5,0.25,0.1
3681,0000169C,4,0.25,0.2
3682,000009C9,2,0.25,1.0
3683,00001E4D,5,0.75,0.5
3684,0000017B,1,0.025,0.3
3685,00002847,7,0.1,0.9
3686,00002793,7,0.05,0.7
3687,0000012F,1,0.025,1.0
3688,000013E1,4,0.025,1.2
3689,00000573,1,0.75,0.1
3690,00002649,7,0.025,2.0
3691,00000494,1,0.5,0.3
3692,00000205,1,0.05,0.9
3693,00000710,2,0.025,2.0
3694,000009DB,2,0.25,0.8
3695,00000A98,2,0.5,0.9
3696,00000AC7,2,0.5,0.5
3697,0000023B,1,0.05,0.3
3698,00002B33,7,1.0,1.5
3699,000016CF,4,0.5,1.7
3700,00001BC8,5,0.1,0.9
3701,00000EDC,3,0.1,2.0
3702,00001F39,5,1.0,0.1
3703,000022F7,6,0.25,0.5
3704,0000298D,7,0.5,1.7
3705,00002549,6,1.0,0.6
3706,0000284F,7,0.1,0.9
3707,00002A51,7,0.75,1.7
3708,00001E33,5,0.75,0.7
3709,00002C55,8,0.01,0.6
3710,0000044E,1,0.5,1.0
3711,00000086,1,0.01,0.7
3712,00001B7B,5,0.1,1.7
3713,00001C87,5,0.25,1.0
3714,0000122E,3,1.0,1.5
3715,00001B02,5,0.05,0.9
3716,0000193C,5,0.01,1.4
3717,00002C48,8,0.01,0.7
3718,0000270D,7,0.025,0.1
3719,000030F5,8,0.75,0.7
3720,000021B7,6,0.1,1.7
3721,000000AC,1,0.01,0.3
3722,0000033C,1,0.25,1.8
3723,00002B3B,7,1.0,1.4
3724,00001ACA,5,0.05,1.5
3725,000028A4,7,0.25,2.0
3726,000028D5,7,0.25,1.5
3727,000022AB,6,0.25,1.3
3728,00003017,8,0.5,0.9
3729,000024C9,6,1.0,1.9
3730,00000E39,3,0.05,1.6
3731,00001FF3,6,0.01,0.3
3732,00001AB9,5,0.05,1.6
3733,00001F24,5,1.0,0.3
3734,00002584,7,0.01,2.0
3735,000031BE,8,1.0,0.7
3736,00002853,7,0.1,0.8
3737,00002A24,7,0.5,0.2
3738,00002025,6,0.025,1.8
3739,000000A3,1,0.01,0.4
3740,000024E2,6,1.0,1.6
3741,0000265E,7,0.025,1.8
3742,0000178C,4,0.75,1.8
3743,00002F50,8,0.25,0.9
3744,00000078,1,0.01,0.8
3745,0000235A,6,0.5,1.5
3746,00000089,1,0.01,0.7
3747,00001843,4,1.0,1.9
3748,0000055A,1,0.75,0.3
3749,000005C9,1,1.0,1.2
3750,00002EEB,8,0.25,1.9
3751,000021F3,6,0.1,1.1
3752,0000117A,3,0.75,1.3
3753,00002771,7,0.05,1.1
3754,00002725,7,0.05,1.8
3755,00001169,3,0.75,1.5
3756,00001DAF,5,0.5,0.1
3757,000021EF,6,0.1,1.2
3758,000031DC,8,1.0,0.4
3759,0000024F,1,0.05,0.1
3760,00001134,3,0.75,2.0
3761,0000162F,4,0.25,1.3
3762,00002EF9,8,0.25,1.8
3763,000014B4,4,0.05,1.0
3764,00000E0E,3,0.025,0.1
3765,000013BD,4,0.025,1.5
3766,00001351,4,0.01,0.6
3767,000003CF,1,0.25,0.3
3768,00000E2E,3,0.05,1.7
3769,000001B3,1,0.05,1.7
3770,00000737,2,0.025,1.6
3771,00001231,3,1.0,1.5
3772,00000427,1,0.5,1.4
3773,00001F69,6,0.01,1.6
3774,00000E8E,3,0.05,0.8
3775,00001164,3,0.75,1.5
3776,00001379,4,0.01,0.2
3777,0000023E,1,0.05,0.3
3778,000024E7,6,1.0,1.6
3779,00000F10,3,0.1,1.5
3780,00002A19,7,0.5,0.3
3781,0000101D,3,0.25,0.8
3782,00002D8C,8,0.05,1.4
3783,00000768,2,0.025,1.1
3784,000019BE,5,0.01,0.1
3785,00002385,6,0.5,1.1
3786,000012CC,4,0.01,1.9
3787,000001F8,1,0.05,1.0
3788,000009F4,2,0.25,0.6
3789,000013F0,4,0.025,1.0
3790,0000312B,8,0.75,0.2
3791,00000706,2,0.01,0.1
3792,000005CE,1,1.0,1.2
3793,00002962,7,0.25,0.1
3794,00000C19,2,1.0,1.1
3795,00000A89,2,0.5,1.1
3796,000000FB,1,0.025,1.5
3797,0000210C,6,0.05,1.4
3798,000018FD,4,1.0,0.1
3799,0000142D,4,0.025,0.4
3800,00002D19,8,0.025,0.6
3801,000031C0,8,1.0,0.7
3802,0000129B,3,1.0,0.4
3803,00001035,3,0.25,0.6
3804,0000231E,6,0.25,0.1
3805,00001928,5,0.01,1.6
3806,00001EBF,5,1.0,1.3
3807,000008EF,2,0.1,1.2
3808,00003026,8,0.5,0.8
3809,0000021B,1,0.05,0.7
3810,000003BA,1,0.25,0.5
3811,000016E8,4,0.5,1.4
3812,000003F4,1,0.5,1.9
3813,00000BC8,2,1.0,1.9
3814,000022B1,6,0.25,1.2
3815,00001B1D,5,0.05,0.6
3816,0000039C,1,0.25,0.8
3817,000018B3,4,1.0,0.8
3818,00000DE0,3,0.025,0.5
3819,000007F3,2,0.05,1.7
3820,00002C42,8,0.01,0.7
3821,000000E5,1,0.025,1.8
3822,00000DEA,3,0.025,0.4
3823,0000013B,1,0.025,0.9
3824,00002FA4,8,0.25,0.1
3825,00001DA4,5,0.5,0.2
3826,00001558,4,0.1,1.4
3827,00000AE6,2,0.5,0.1
3828,000015C6,4,0.1,0.3
3829,00002A54,7,0.75,1.7
3830,0000073B,2,0.025,1.5
3831,00000A8C,2,0.5,1.0
3832,000009FC,2,0.25,0.5
3833,00001ADB,5,0.05,1.3
3834,00000AD5,2,0.5,0.3
3835,000008B1,2,0.1,1.8
3836,00001177,3,0.75,1.3
3837,000008BE,2,0.1,1.7
3838,00002D62,8,0.05,1.9
3839,00002BC1,8,0.01,2.0
3840,00002F79,8,0.25,0.5
3841,00000B45,2,0.75,1.2
3842,00001225,3,1.0,1.6
3843,00001399,4,0.025,1.9
3844,00002E00,8,0.05,0.3
3845,00000FDD,3,0.25,1.4
3846,00000566,1,0.75,0.2
3847,0000003A,1,0.01,1.5
3848,0000278B,7,0.05,0.8
3849,000002A6,1,0.1,1.3
3850,000014B5,4,0.05,1.0
3851,000014AB,4,0.05,1.1
3852,0000175C,4,0.5,0.2
3853,00000D06,3,0.01,0.7
3854,000016CA,4,0.5,1.7
3855,00003098,8,0.75,1.6
3856,00001757,4,0.5,0.3
3857,00001F70,6,0.01,1.6
3858,00000EAD,3,0.05,0.5
3859,000019C7,5,0.01,0.1
3860,00002C07,8,0.01,1.3
3861,000004C8,1,0.75,1.8
3862,00002DC4,8,0.05,0.9
3863,000000D4,1,0.025,1.9
3864,00002E8A,8,0.1,0.9
3865,0000300E,8,0.5,1.0
3866,00000B55,2,0.75,1.0
3867,000006EA,2,0.01,0.3
3868,00000D67,3,0.025,1.7
3869,00000923,2,0.1,0.7
3870,0000244D,6,0.75,1.1
3871,0000278A,7,0.05,0.8
3872,00002D59,8,0.05,2.0
3873,00002316,6,0.25,0.2
3874,00001F30,5,1.0,0.2
3875,000020B5,6,0.025,0.3
3876,00002BBD,7,1.0,0.1
3877,000011F9,3,1.0,2.0
3878,00001E5E,5,0.75,0.3
3879,00000620,1,1.0,0.4
3880,00000F2A,3,0.1,1.2
3881,00000D3A,3,0.01,0.2
3882,00002FAF,8,0.5,2.0
3883,00002F15,8,0.25,1.5
3884,00003134,8,0.75,0.1
3885,00002160,6,0.05,0.6
3886,000025A8,7,0.01,1.6
3887,00000EF9,3,0.1,1.7
3888,00000ADE,2,0.5,0.2
3889,00002CDF,8,0.025,1.2
3890,0000108E,3,0.5,1.7
3891,000004ED,1,0.75,1.4
3892,0000263C,7,0.01,0.2
3893,000022ED,6,0.25,0.6
3894,000014E2,4,0.05,0.6
3895,000023CC,6,0.5,0.4
3896,00003042,8,0.5,0.5
3897,00000299,1,0.1,1.4
3898,00000485,1,0.5,0.5
3899,00001024,3,0.25,0.7
3900,000005D5,1,1.0,1.1
3901,000003CD,1,0.25,0.3
3902,00001E53,5,0.75,0.4
3903,000029EC,7,0.5,0.7
3904,0000194F,5,0.01,1.3
3905,00002E31,8,0.1,1.8
3906,0000278D,7,0.05,0.8
3907,00002D84,8,0.05,1.5
3908,00000431,1,0.5,1.3
3909,000021ED,6,0.1,1.2
3910,0000179B,4,0.75,1.6
3911,00002FDF,8,0.5,1.5
3912,000027AE,7,0.05,0.5
3913,0000103B,3,0.25,0.5
3914,0000182F,4,0.75,0.1
3915,00001C06,5,0.1,0.3
