,index,log2_deme,migration_rate,s_driver_birth
7222,0000234E,6,0.5,1.7
7223,00001017,3,0.25,0.9
7224,0000169A,4,0.25,0.2
7225,00002D97,8,0.05,1.3
7226,000026EC,7,0.025,0.4
7227,0000220E,6,0.1,0.9
7228,00001067,3,0.25,0.1
7229,00000D28,3,0.01,0.4
7230,00000335,1,0.25,1.8
7231,000001F0,1,0.05,1.1
7232,000003D7,1,0.25,0.2
7233,0000201D,6,0.025,1.8
7234,00002BAB,7,1.0,0.3
7235,0000319B,8,1.0,1.1
7236,00002273,6,0.25,1.9
7237,00001F7B,6,0.01,1.5
7238,00002328,6,0.5,2.0
7239,00001FA4,6,0.01,1.0
7240,00001A5D,5,0.025,0.6
7241,00002696,7,0.025,1.3
7242,00002B19,7,1.0,1.7
7243,000001CF,1,0.05,1.4
7244,000022F1,6,0.25,0.6
7245,0000116E,3,0.75,1.4
7246,0000012E,1,0.025,1.0
7247,00000CDA,3,0.01,1.1
7248,000005B9,1,1.0,1.4
7249,00000076,1,0.01,0.9
7250,000015E6,4,0.25,2.0
7251,00001579,4,0.1,1.1
7252,00002395,6,0.5,1.0
7253,00002DAC,8,0.05,1.1
7254,0000298A,7,0.5,1.7
7255,00001ADF,5,0.05,1.3
7256,00002973,7,0.5,1.9
7257,000001CD,1,0.05,1.4
7258,000007E1,2,0.05,1.9
7259,00000D8A,3,0.025,1.4
7260,00000656,2,0.01,1.8
7261,00001E02,5,0.75,1.2
7262,00002ABB,7,0.75,0.7
7263,00000F15,3,0.1,1.4
7264,00002F55,8,0.25,0.9
7265,00001E3B,5,0.75,0.7
7266,0000192A,5,0.01,1.6
7267,000010DC,3,0.5,0.9
7268,000009D3,2,0.25,0.9
7269,00002662,7,0.025,1.8
7270,00001EB6,5,1.0,1.4
7271,00000943,2,0.1,0.3
7272,00000DC6,3,0.025,0.8
7273,00000ACF,2,0.5,0.4
7274,00001A34,5,0.025,1.0
7275,00001FA6,6,0.01,1.0
7276,0000123A,3,1.0,1.4
7277,00001302,4,0.01,1.4
7278,00001ED6,5,1.0,1.1
7279,00002AE1,7,0.75,0.3
7280,00000F65,3,0.1,0.6
7281,000007A0,2,0.025,0.5
7282,00000516,1,0.75,1.0
7283,0000095E,2,0.1,0.1
7284,00002F45,8,0.25,1.0
7285,00001B3B,5,0.05,0.3
7286,00000B1E,2,0.75,1.6
7287,00000061,1,0.01,1.1
7288,0000085A,2,0.05,0.7
7289,000030BE,8,0.75,1.3
7290,00001DAC,5,0.5,0.1
7291,00000A84,2,0.5,1.1
7292,000013FD,4,0.025,0.9
7293,00000A33,2,0.5,1.9
7294,000005AA,1,1.0,1.5
7295,000023D9,6,0.5,0.3
7296,00000E80,3,0.05,0.9
7297,00001F65,6,0.01,1.7
7298,00002F49,8,0.25,1.0
7299,00002486,6,0.75,0.5
7300,00002223,6,0.1,0.7
7301,00001ACD,5,0.05,1.4
7302,00003022,8,0.5,0.8
7303,00003069,8,0.5,0.1
7304,00000440,1,0.5,1.2
7305,000026B3,7,0.025,1.0
7306,00001C85,5,0.25,1.0
7307,000024A4,6,0.75,0.2
7308,00000A68,2,0.5,1.4
7309,0000065D,2,0.01,1.8
7310,000013BA,4,0.025,1.5
7311,00002A30,7,0.75,2.0
7312,0000162C,4,0.25,1.3
7313,00001683,4,0.25,0.4
7314,000000F8,1,0.025,1.6
7315,00001F0D,5,1.0,0.6
7316,000004AD,1,0.5,0.1
7317,000010B1,3,0.5,1.3
7318,00001C73,5,0.25,1.2
7319,00001802,4,0.75,0.6
7320,000004C9,1,0.75,1.8
7321,00002BF9,8,0.01,1.5
7322,00000901,2,0.1,1.0
7323,00002462,6,0.75,0.9
7324,0000117D,3,0.75,1.3
7325,00000F05,3,0.1,1.6
7326,000029FC,7,0.5,0.6
7327,000027DB,7,0.1,2.0
7328,00002B93,7,1.0,0.5
7329,00002CA5,8,0.025,1.8
7330,0000207C,6,0.025,0.9
7331,00003073,8,0.75,2.0
7332,00001A3B,5,0.025,0.9
7333,000004E8,1,0.75,1.5
7334,00000AE5,2,0.5,0.2
7335,000031A0,8,1.0,1.0
7336,0000184E,4,1.0,1.8
7337,000001DF,1,0.05,1.3
7338,000022C6,6,0.25,1.0
7339,000002FC,1,0.1,0.4
7340,00000ECA,3,0.05,0.2
7341,00000FB6,3,0.25,1.8
7342,00002A0E,7,0.5,0.4
7343,00001832,4,0.75,0.1
7344,0000135F,4,0.01,0.5
7345,00002064,6,0.025,1.1
7346,000029E8,7,0.5,0.8
7347,000002BB,1,0.1,1.1
7348,000026DA,7,0.025,0.6
7349,0000123F,3,1.0,1.3
7350,00002875,7,0.1,0.5
7351,00000921,2,0.1,0.7
7352,000006FC,2,0.01,0.2
7353,00000BF7,2,1.0,1.4
7354,00001F4E,6,0.01,1.9
7355,000031A9,8,1.0,0.9
7356,00000E81,3,0.05,0.9
7357,000030FC,8,0.75,0.6
7358,000025D0,7,0.01,1.2
7359,0000140D,4,0.025,0.7
7360,00002C1E,8,0.01,1.1
7361,00001F6C,6,0.01,1.6
7362,0000119B,3,0.75,1.0
7363,000005C5,1,1.0,1.3
7364,00002AB3,7,0.75,0.7
7365,0000141E,4,0.025,0.5
7366,00001BE4,5,0.1,0.6
7367,00000B2A,2,0.75,1.5
7368,00000050,1,0.01,1.2
7369,00002F47,8,0.25,1.0
7370,00001A61,5,0.025,0.5
7371,00003166,8,1.0,1.6
7372,000000A6,1,0.01,0.4
7373,000029F9,7,0.5,0.6
7374,00001235,3,1.0,1.4
7375,00002CCC,8,0.025,1.4
7376,00001E68,5,0.75,0.2
7377,00002C19,8,0.01,1.2
7378,00002EB4,8,0.1,0.5
7379,000006BF,2,0.01,0.8
7380,00000F2C,3,0.1,1.2
7381,000006CA,2,0.01,0.7
7382,0000011B,1,0.025,1.2
7383,00001D94,5,0.5,0.3
7384,00002AFF,7,1.0,2.0
7385,00001FCE,6,0.01,0.6
7386,000003CC,1,0.25,0.3
7387,00001F3C,5,1.0,0.1
7388,00001B98,5,0.1,1.4
7389,00001187,3,0.75,1.2
7390,00001D45,5,0.5,1.1
7391,00000F18,3,0.1,1.4
7392,000000B6,1,0.01,0.2
7393,0000251E,6,1.0,1.0
7394,00002ACE,7,0.75,0.5
7395,00001CD7,5,0.25,0.2
7396,00000CA4,3,0.01,1.7
7397,0000282D,7,0.1,1.2
7398,00001EE4,5,1.0,1.0
7399,000023BA,6,0.5,0.6
7400,000001A9,1,0.05,1.8
7401,00000087,1,0.01,0.7
7402,0000242C,6,0.75,1.4
7403,000020DA,6,0.05,1.9
7404,000027DA,7,0.1,2.0
7405,00000FAC,3,0.25,1.9
7406,00001E45,5,0.75,0.6
7407,00001A95,5,0.05,2.0
7408,000000F6,1,0.025,1.6
7409,00001CEF,5,0.5,2.0
7410,000009AF,2,0.25,1.3
7411,000011AC,3,0.75,0.8
7412,0000248C,6,0.75,0.5
7413,00002C04,8,0.01,1.4
7414,000001A7,1,0.05,1.8
7415,00000568,1,0.75,0.2
7416,0000276B,7,0.05,1.1
7417,00000F14,3,0.1,1.4
7418,00001570,4,0.1,1.2
7419,0000045F,1,0.5,0.9
7420,00000B15,2,0.75,1.7
7421,000022BB,6,0.25,1.1
7422,00000EE7,3,0.1,1.9
7423,0000008D,1,0.01,0.6
7424,00000BA9,2,0.75,0.2
7425,00000C45,2,1.0,0.6
7426,00001E8F,5,1.0,1.8
7427,00002687,7,0.025,1.4
7428,000018D5,4,1.0,0.5
7429,00003004,8,0.5,1.1
7430,00002813,7,0.1,1.5
7431,00000F9C,3,0.1,0.1
7432,00000D18,3,0.01,0.5
7433,00000E1C,3,0.05,1.9
7434,0000116F,3,0.75,1.4
7435,00001857,4,1.0,1.7
7436,00000B14,2,0.75,1.7
7437,00000870,2,0.05,0.4
7438,0000065A,2,0.01,1.8
7439,00002648,7,0.025,2.0
7440,000001C8,1,0.05,1.5
7441,00001F5F,6,0.01,1.7
7442,00000DFE,3,0.025,0.2
7443,00003101,8,0.75,0.6
7444,00002F26,8,0.25,1.3
7445,00000173,1,0.025,0.3
7446,0000023D,1,0.05,0.3
7447,00001C84,5,0.25,1.0
7448,00000BCD,2,1.0,1.8
7449,00000865,2,0.05,0.6
7450,000021F2,6,0.1,1.1
7451,00001561,4,0.1,1.3
7452,00001EAD,5,1.0,1.5
7453,00000448,1,0.5,1.1
7454,00001951,5,0.01,1.2
7455,00000DD2,3,0.025,0.7
7456,00002508,6,1.0,1.2
7457,0000308E,8,0.75,1.7
7458,0000011C,1,0.025,1.2
7459,00002346,6,0.5,1.7
7460,00000354,1,0.25,1.5
7461,00000753,2,0.025,1.3
7462,00002D9D,8,0.05,1.3
7463,000025EF,7,0.01,0.9
7464,00002D0A,8,0.025,0.7
7465,0000141C,4,0.025,0.6
7466,00001E27,5,0.75,0.9
7467,00001869,4,1.0,1.6
7468,00001791,4,0.75,1.7
7469,00000117,1,0.025,1.3
7470,00002686,7,0.025,1.4
7471,00002488,6,0.75,0.5
7472,00001DCD,5,0.75,1.8
7473,000011CE,3,0.75,0.5
7474,0000104B,3,0.25,0.3
7475,00002BE1,8,0.01,1.7
7476,00001361,4,0.01,0.4
7477,0000164D,4,0.25,1.0
7478,00002E2F,8,0.1,1.8
7479,0000262F,7,0.01,0.3
7480,00001C46,5,0.25,1.7
7481,00002607,7,0.01,0.7
7482,00002777,7,0.05,1.0
7483,00002A9B,7,0.75,1.0
7484,00002878,7,0.1,0.4
7485,00001A64,5,0.025,0.5
7486,00001774,4,0.75,2.0
7487,0000136C,4,0.01,0.3
7488,000030AB,8,0.75,1.5
7489,000014AD,4,0.05,1.1
7490,00002414,6,0.75,1.7
7491,000018FA,4,1.0,0.1
7492,00003002,8,0.5,1.1
7493,0000228C,6,0.25,1.6
7494,000010DB,3,0.5,0.9
7495,000014D3,4,0.05,0.7
7496,00000D03,3,0.01,0.7
7497,00000DCC,3,0.025,0.7
7498,000017D4,4,0.75,1.0
7499,0000245C,6,0.75,1.0
7500,00001699,4,0.25,0.2
7501,00000695,2,0.01,1.2
7502,0000083A,2,0.05,1.0
7503,00000024,1,0.01,1.7
7504,000001DD,1,0.05,1.3
7505,00001AD1,5,0.05,1.4
7506,000020FE,6,0.05,1.6
7507,0000143E,4,0.025,0.2
7508,000030E2,8,0.75,0.9
7509,0000299E,7,0.5,1.5
7510,00002A0F,7,0.5,0.4
7511,00000E56,3,0.05,1.3
7512,00000A17,2,0.25,0.2
7513,00002446,6,0.75,1.2
7514,00000C83,3,0.01,2.0
7515,00002753,7,0.05,1.4
7516,000012F7,4,0.01,1.5
7517,000013A2,4,0.025,1.8
7518,0000272B,7,0.05,1.8
7519,00001E1A,5,0.75,1.0
7520,00002891,7,0.1,0.2
7521,00002026,6,0.025,1.7
7522,0000063F,1,1.0,0.1
7523,00000FED,3,0.25,1.3
7524,000000F7,1,0.025,1.6
7525,000007A9,2,0.025,0.4
7526,00001EC9,5,1.0,1.2
7527,0000251A,6,1.0,1.1
7528,000012C4,4,0.01,2.0
7529,000011FA,3,1.0,2.0
7530,00001539,4,0.1,1.7
7531,000009E5,2,0.25,0.7
7532,000015D4,4,0.1,0.2
7533,0000190E,5,0.01,1.9
7534,00002F72,8,0.25,0.6
7535,0000314C,8,1.0,1.8
7536,000000AA,1,0.01,0.3
7537,00001466,4,0.05,1.8
7538,000013C3,4,0.025,1.5
7539,0000229B,6,0.25,1.5
7540,000022A8,6,0.25,1.3
7541,0000052E,1,0.75,0.8
7542,000025CB,7,0.01,1.3
7543,00001A99,5,0.05,2.0
7544,00000557,1,0.75,0.4
7545,00001C5B,5,0.25,1.5
7546,000011AE,3,0.75,0.8
7547,00001EC7,5,1.0,1.3
7548,00001C72,5,0.25,1.2
7549,00002899,7,0.1,0.1
7550,000004A1,1,0.5,0.2
7551,00002139,6,0.05,1.0
7552,00000B0A,2,0.75,1.8
7553,00001381,4,0.01,0.1
7554,00000A7C,2,0.5,1.2
7555,00002B83,7,1.0,0.7
7556,00000B13,2,0.75,1.7
7557,0000162B,4,0.25,1.3
7558,0000087B,2,0.05,0.3
7559,00000C3D,2,1.0,0.7
7560,0000185E,4,1.0,1.7
7561,00002071,6,0.025,1.0
7562,000006DF,2,0.01,0.5
7563,00000402,1,0.5,1.8
7564,00000DB6,3,0.025,0.9
7565,000029ED,7,0.5,0.7
7566,00002574,6,1.0,0.2
7567,000014A0,4,0.05,1.2
7568,000001B6,1,0.05,1.7
7569,00000EB9,3,0.05,0.4
7570,00000C7F,2,1.0,0.1
7571,00001D86,5,0.5,0.5
7572,00000598,1,1.0,1.7
7573,0000302E,8,0.5,0.7
7574,00000E68,3,0.05,1.2
7575,00000979,2,0.25,1.8
7576,000012D9,4,0.01,1.8
7577,0000302F,8,0.5,0.7
7578,000028E0,7,0.25,1.4
7579,00000336,1,0.25,1.8
7580,00000141,1,0.025,0.8
7581,000007ED,2,0.05,1.8
7582,0000098F,2,0.25,1.6
7583,0000255D,6,1.0,0.4
7584,00002BF1,8,0.01,1.6
7585,00002242,6,0.1,0.3
7586,000002DB,1,0.1,0.7
7587,00003018,8,0.5,0.9
7588,000006AF,2,0.01,0.9
7589,00002F4E,8,0.25,0.9
7590,00001909,5,0.01,2.0
7591,0000012B,1,0.025,1.1
7592,00001CC3,5,0.25,0.4
7593,00001A13,5,0.025,1.3
7594,00001C64,5,0.25,1.4
7595,00000397,1,0.25,0.9
7596,00001341,4,0.01,0.8
7597,000000FE,1,0.025,1.5
7598,00001858,4,1.0,1.7
7599,00000F1A,3,0.1,1.4
7600,00001B23,5,0.05,0.6
7601,000028B2,7,0.25,1.9
7602,00001812,4,0.75,0.4
7603,00000EC5,3,0.05,0.2
7604,00002F71,8,0.25,0.6
7605,00000408,1,0.5,1.7
7606,00002AF2,7,0.75,0.1
7607,00002FB2,8,0.5,1.9
7608,00001D89,5,0.5,0.4
7609,00000621,1,1.0,0.4
7610,0000092A,2,0.1,0.6
7611,000005DE,1,1.0,1.0
7612,00002792,7,0.05,0.7
7613,00001DCA,5,0.75,1.8
7614,00000665,2,0.01,1.7
7615,000005F7,1,1.0,0.8
7616,000004A9,1,0.5,0.1
7617,00002233,6,0.1,0.5
7618,00000344,1,0.25,1.7
7619,00002078,6,0.025,0.9
7620,00001E3C,5,0.75,0.6
7621,00001B0B,5,0.05,0.8
7622,000027FC,7,0.1,1.7
7623,000018F1,4,1.0,0.2
7624,0000304F,8,0.5,0.4
7625,00001020,3,0.25,0.8
7626,000007E3,2,0.05,1.9
7627,00000212,1,0.05,0.7
7628,000021D0,6,0.1,1.5
7629,00002A36,7,0.75,2.0
7630,0000082A,2,0.05,1.1
7631,00002BCA,8,0.01,1.9
7632,00000232,1,0.05,0.4
7633,00000634,1,1.0,0.2
7634,00002F78,8,0.25,0.5
7635,000022F6,6,0.25,0.5
7636,00001C57,5,0.25,1.5
7637,00000BDB,2,1.0,1.7
7638,00002236,6,0.1,0.5
7639,00001D09,5,0.5,1.7
7640,00000BE2,2,1.0,1.6
7641,00001DE6,5,0.75,1.5
7642,000002E7,1,0.1,0.6
7643,000012CF,4,0.01,1.9
7644,0000311E,8,0.75,0.3
7645,00001C0B,5,0.1,0.3
7646,000005A5,1,1.0,1.6
7647,00000ABE,2,0.5,0.5
7648,000002C1,1,0.1,1.0
7649,000011CB,3,0.75,0.5
7650,00001D58,5,0.5,0.9
7651,000008BF,2,0.1,1.7
7652,00000E38,3,0.05,1.6
7653,0000208F,6,0.025,0.7
7654,00001725,4,0.5,0.8
7655,0000111B,3,0.5,0.3
7656,00002B1C,7,1.0,1.7
7657,0000300A,8,0.5,1.1
7658,000011C5,3,0.75,0.6
7659,0000241B,6,0.75,1.6
7660,00000B52,2,0.75,1.1
7661,000024C8,6,1.0,1.9
7662,00001A3D,5,0.025,0.9
7663,00000751,2,0.025,1.3
7664,00002DF8,8,0.05,0.4
7665,000004A6,1,0.5,0.1
7666,00000BB5,2,0.75,0.1
7667,0000004E,1,0.01,1.3
7668,00000889,2,0.05,0.2
7669,000027B7,7,0.05,0.4
7670,00001BAC,5,0.1,1.2
7671,000011C9,3,0.75,0.5
7672,00000C6F,2,1.0,0.2
7673,00000182,1,0.025,0.2
7674,00000DB2,3,0.025,1.0
7675,00001334,4,0.01,0.9
7676,0000275A,7,0.05,1.3
7677,00000BE3,2,1.0,1.6
7678,00001AB4,5,0.05,1.7
7679,00000A69,2,0.5,1.4
7680,00002FC2,8,0.5,1.8
7681,0000149C,4,0.05,1.3
7682,00003194,8,1.0,1.1
7683,000003AD,1,0.25,0.6
7684,00000999,2,0.25,1.5
7685,00000BCC,2,1.0,1.8
7686,000029AA,7,0.5,1.4
7687,000021A5,6,0.1,1.9
7688,00001797,4,0.75,1.7
7689,00002119,6,0.05,1.3
7690,00000FFB,3,0.25,1.1
7691,00002B9B,7,1.0,0.4
7692,00002744,7,0.05,1.5
7693,00001552,4,0.1,1.5
7694,00002F16,8,0.25,1.5
7695,00002481,6,0.75,0.6
7696,00002DB5,8,0.05,1.0
7697,0000049A,1,0.5,0.3
7698,000000C5,1,0.01,0.1
7699,0000278F,7,0.05,0.8
7700,000012E4,4,0.01,1.7
7701,0000060F,1,1.0,0.5
7702,00001C8B,5,0.25,1.0
7703,00002A48,7,0.75,1.8
7704,00000592,1,1.0,1.8
7705,000023DC,6,0.5,0.2
7706,00000D51,3,0.025,2.0
7707,000000BF,1,0.01,0.1
7708,000007A2,2,0.025,0.5
7709,00002E0B,8,0.05,0.2
7710,00000A1B,2,0.25,0.2
7711,00001EA4,5,1.0,1.6
7712,00002448,6,0.75,1.2
7713,00000BAC,2,0.75,0.2
7714,000003B1,1,0.25,0.6
7715,00001383,4,0.01,0.1
7716,00000818,2,0.05,1.3
7717,00000DF4,3,0.025,0.3
7718,00002783,7,0.05,0.9
7719,000026C4,7,0.025,0.8
7720,00001FBB,6,0.01,0.8
7721,00001E15,5,0.75,1.0
7722,00001983,5,0.01,0.7
7723,0000040B,1,0.5,1.7
7724,00002BCE,8,0.01,1.9
7725,0000163A,4,0.25,1.1
7726,000010AB,3,0.5,1.4
7727,000027D4,7,0.05,0.1
7728,0000123B,3,1.0,1.4
7729,00002F13,8,0.25,1.5
7730,0000064F,2,0.01,1.9
7731,000030C7,8,0.75,1.2
7732,00002E0C,8,0.05,0.2
7733,00001B4A,5,0.05,0.2
7734,00001567,4,0.1,1.3
7735,0000175F,4,0.5,0.2
7736,000010EB,3,0.5,0.7
7737,0000165B,4,0.25,0.8
7738,000015A8,4,0.1,0.6
7739,0000255F,6,1.0,0.4
7740,000014AF,4,0.05,1.1
7741,00000645,2,0.01,2.0
7742,0000180C,4,0.75,0.5
7743,00002D75,8,0.05,1.7
7744,00001BED,5,0.1,0.6
7745,00000E62,3,0.05,1.2
7746,00002C2E,8,0.01,0.9
7747,00001AC7,5,0.05,1.5
7748,00002588,7,0.01,2.0
7749,00000DF6,3,0.025,0.3
7750,00000FE5,3,0.25,1.4
7751,00002174,6,0.05,0.4
7752,00000A00,2,0.25,0.4
7753,000019D8,5,0.025,1.9
7754,00001E6A,5,0.75,0.2
7755,000007C8,2,0.025,0.1
7756,00001AC5,5,0.05,1.5
7757,00001AFD,5,0.05,1.0
7758,00000698,2,0.01,1.2
7759,00000618,1,1.0,0.4
7760,00000628,1,1.0,0.3
7761,00002065,6,0.025,1.1
7762,00002ED0,8,0.1,0.2
7763,000002B1,1,0.1,1.2
7764,00002452,6,0.75,1.1
7765,000020F1,6,0.05,1.7
7766,000012DA,4,0.01,1.8
7767,00002AD7,7,0.75,0.4
7768,00002192,6,0.05,0.1
7769,00000E86,3,0.05,0.9
7770,00001646,4,0.25,1.0
7771,00000A2E,2,0.5,2.0
7772,00000BEF,2,1.0,1.5
7773,00000039,1,0.01,1.5
7774,00001651,4,0.25,0.9
7775,00000988,2,0.25,1.6
7776,000031EB,8,1.0,0.3
7777,00000E51,3,0.05,1.4
7778,00002324,6,0.25,0.1
7779,000027CA,7,0.05,0.2
7780,00001C54,5,0.25,1.5
7781,0000178A,4,0.75,1.8
7782,00001C9E,5,0.25,0.8
7783,00002E62,8,0.1,1.3
7784,00002F5E,8,0.25,0.8
7785,00001C61,5,0.25,1.4
7786,00000A9F,2,0.5,0.9
7787,0000210E,6,0.05,1.4
7788,0000169F,4,0.25,0.1
7789,000004AC,1,0.5,0.1
7790,00001603,4,0.25,1.7
7791,0000101C,3,0.25,0.8
7792,000028F7,7,0.25,1.2
7793,00001FC3,6,0.01,0.7
7794,000031AC,8,1.0,0.9
7795,00002C84,8,0.01,0.1
7796,00000A43,2,0.5,1.8
7797,00002E9C,8,0.1,0.7
7798,00001F25,5,1.0,0.3
7799,000022C0,6,0.25,1.1
7800,00001A69,5,0.025,0.4
7801,00001E2F,5,0.75,0.8
7802,00000C79,2,1.0,0.1
7803,00000EA9,3,0.05,0.5
7804,000012B3,3,1.0,0.2
7805,00001E13,5,0.75,1.1
7806,000009DD,2,0.25,0.8
7807,0000044C,1,0.5,1.0
7808,00002D14,8,0.025,0.6
7809,000025C8,7,0.01,1.3
7810,000003D8,1,0.25,0.2
7811,000027D5,7,0.05,0.1
7812,00002E34,8,0.1,1.8
7813,00000851,2,0.05,0.8
7814,00001F55,6,0.01,1.8
7815,000014AA,4,0.05,1.1
7816,00002E16,8,0.05,0.1
7817,00000084,1,0.01,0.7
7818,00002652,7,0.025,1.9
7819,00002055,6,0.025,1.3
7820,000024F2,6,1.0,1.5
7821,00001CFD,5,0.5,1.8
7822,00000686,2,0.01,1.3
7823,00003135,8,0.75,0.1
7824,00000B1A,2,0.75,1.6
7825,00001DD8,5,0.75,1.6
7826,000017BE,4,0.75,1.3
7827,00000DEE,3,0.025,0.4
7828,00002504,6,1.0,1.3
7829,00001D47,5,0.5,1.1
7830,000010FE,3,0.5,0.5
7831,00002625,7,0.01,0.4
7832,00002186,6,0.05,0.2
7833,00002424,6,0.75,1.5
7834,000031E4,8,1.0,0.3
7835,00002664,7,0.025,1.8
7836,000000E4,1,0.025,1.8
7837,000024F0,6,1.0,1.5
7838,0000025A,1,0.1,2.0
7839,00001A44,5,0.025,0.8
7840,00000465,1,0.5,0.8
7841,00000916,2,0.1,0.8
7842,00002E96,8,0.1,0.8
7843,00001267,3,1.0,0.9
7844,000022E5,6,0.25,0.7
7845,000006F9,2,0.01,0.2
7846,0000281D,7,0.1,1.4
7847,00000B8E,2,0.75,0.5
7848,00000F43,3,0.1,1.0
7849,00002043,6,0.025,1.5
7850,00000718,2,0.025,1.9
7851,000026EB,7,0.025,0.4
7852,00000942,2,0.1,0.3
7853,00001724,4,0.5,0.8
7854,000005D8,1,1.0,1.1
7855,000027ED,7,0.1,1.8
7856,00001310,4,0.01,1.2
7857,0000298B,7,0.5,1.7
7858,00001F46,6,0.01,2.0
7859,00000161,1,0.025,0.5
7860,000006B3,2,0.01,0.9
7861,00002723,7,0.05,1.9
7862,00000BFE,2,1.0,1.3
7863,00002B9E,7,1.0,0.4
7864,000031FA,8,1.0,0.1
7865,000002B2,1,0.1,1.1
7866,00001848,4,1.0,1.9
7867,00000A1C,2,0.25,0.2
7868,000027C7,7,0.05,0.2
7869,00000307,1,0.1,0.3
7870,00000B7B,2,0.75,0.7
7871,00002A33,7,0.75,2.0
7872,00000646,2,0.01,2.0
7873,00002C0A,8,0.01,1.3
7874,0000111F,3,0.5,0.2
7875,00001204,3,1.0,1.9
7876,000025FA,7,0.01,0.8
7877,00001034,3,0.25,0.6
7878,00001F49,6,0.01,2.0
7879,000030CA,8,0.75,1.1
7880,000004A8,1,0.5,0.1
7881,00000597,1,1.0,1.7
7882,00000A4E,2,0.5,1.7
7883,00001C83,5,0.25,1.1
7884,000024E6,6,1.0,1.6
7885,00001816,4,0.75,0.4
7886,00002302,6,0.25,0.4
7887,00002B10,7,1.0,1.8
7888,0000319E,8,1.0,1.0
7889,0000094A,2,0.1,0.3
7890,00002DF6,8,0.05,0.4
7891,00001DA1,5,0.5,0.2
7892,0000270E,7,0.025,0.1
7893,0000021E,1,0.05,0.6
7894,00002923,7,0.25,0.7
7895,00001F4C,6,0.01,1.9
7896,00001E25,5,0.75,0.9
7897,00001805,4,0.75,0.6
7898,00002629,7,0.01,0.4
7899,00002F8B,8,0.25,0.3
7900,00000C94,3,0.01,1.8
7901,00000F51,3,0.1,0.8
7902,00001AD3,5,0.05,1.4
7903,00000A3E,2,0.5,1.8
7904,00001767,4,0.5,0.1
7905,00000A5A,2,0.5,1.5
7906,00002227,6,0.1,0.6
7907,0000073E,2,0.025,1.5
7908,000029CE,7,0.5,1.0
7909,00001C17,5,0.1,0.1
7910,000011A3,3,0.75,0.9
7911,00001F21,5,1.0,0.4
7912,00001339,4,0.01,0.8
7913,00002593,7,0.01,1.9
7914,00000D5F,3,0.025,1.8
7915,00000B81,2,0.75,0.6
7916,000029EA,7,0.5,0.7
7917,000008F6,2,0.1,1.1
7918,00002A4C,7,0.75,1.8
7919,0000175B,4,0.5,0.3
7920,00002E48,8,0.1,1.6
7921,000006AC,2,0.01,1.0
7922,00000D81,3,0.025,1.5
7923,000006D8,2,0.01,0.5
7924,00002BDF,8,0.01,1.7
7925,00002BAE,7,1.0,0.2
7926,00000B44,2,0.75,1.2
7927,00001220,3,1.0,1.6
7928,00002A99,7,0.75,1.0
7929,000010D2,3,0.5,1.0
7930,00000A47,2,0.5,1.7
7931,00000041,1,0.01,1.4
7932,00002CCA,8,0.025,1.4
7933,00002D5E,8,0.05,1.9
7934,00001E2B,5,0.75,0.8
7935,00002357,6,0.5,1.6
7936,000002CF,1,0.1,0.9
7937,0000037C,1,0.25,1.1
7938,0000035A,1,0.25,1.5
7939,000005B8,1,1.0,1.4
7940,00000DD0,3,0.025,0.7
7941,00000454,1,0.5,1.0
7942,00002AF4,7,0.75,0.1
7943,0000055E,1,0.75,0.3
7944,0000093C,2,0.1,0.4
7945,00000D6A,3,0.025,1.7
7946,000003E7,1,0.25,0.1
7947,00002EFC,8,0.25,1.8
7948,00002041,6,0.025,1.5
7949,00002EF0,8,0.25,1.9
7950,00000945,2,0.1,0.3
7951,00000660,2,0.01,1.7
7952,0000204F,6,0.025,1.3
7953,0000082E,2,0.05,1.1
7954,00000805,2,0.05,1.5
7955,000009CA,2,0.25,1.0
7956,000022BF,6,0.25,1.1
7957,00000697,2,0.01,1.2
7958,00000D7B,3,0.025,1.5
7959,0000090C,2,0.1,0.9
7960,000006C7,2,0.01,0.7
7961,000014E7,4,0.05,0.5
7962,00000A5B,2,0.5,1.5
7963,0000077A,2,0.025,0.9
7964,00002D33,8,0.025,0.3
7965,00000A27,2,0.25,0.1
7966,00001628,4,0.25,1.3
7967,00002DBE,8,0.05,0.9
7968,00001A3E,5,0.025,0.9
7969,0000181D,4,0.75,0.3
7970,0000213B,6,0.05,1.0
7971,0000241D,6,0.75,1.6
7972,00000C1E,2,1.0,1.0
7973,0000161F,4,0.25,1.4
7974,000002FB,1,0.1,0.4
7975,00001753,4,0.5,0.3
7976,000013D8,4,0.025,1.2
7977,00001C04,5,0.1,0.3
7978,000015F4,4,0.25,1.8
7979,00000AC8,2,0.5,0.4
7980,000031DD,8,1.0,0.4
7981,00001E9E,5,1.0,1.7
7982,0000264C,7,0.025,2.0
7983,00002D61,8,0.05,1.9
7984,00002563,6,1.0,0.3
7985,00000577,1,0.75,0.1
7986,000007CF,2,0.025,0.1
7987,0000097F,2,0.25,1.7
7988,00001348,4,0.01,0.7
7989,00002303,6,0.25,0.4
7990,00000B30,2,0.75,1.4
7991,00001D9F,5,0.5,0.2
7992,000023A4,6,0.5,0.8
7993,000003DC,1,0.25,0.2
7994,0000198F,5,0.01,0.6
7995,000005F4,1,1.0,0.8
7996,00003052,8,0.5,0.3
7997,000011FD,3,1.0,2.0
7998,00002B78,7,1.0,0.8
