,index,mu_driver_birth,s_driver_birth
829,0000033Cd,1e-05,0.075
830,0000033Dd,1e-05,0.075
831,0000033Ed,1e-05,0.075
832,0000033Fd,1e-05,0.075
833,00000340d,1e-05,0.075
834,00000341d,1e-05,0.075
835,00000342d,1e-05,0.075
836,00000343d,1e-05,0.075
837,00000344d,1e-05,0.075
838,00000345d,1e-05,0.075
839,00000346d,1e-05,0.075
840,00000347d,1e-05,0.075
841,00000348d,1e-05,0.075
842,00000349d,1e-05,0.075
843,0000034Ad,1e-05,0.075
844,0000034Bd,1e-05,0.075
845,0000034Cd,1e-05,0.075
846,0000034Dd,1e-05,0.075
847,0000034Ed,1e-05,0.075
848,0000034Fd,1e-05,0.075
849,00000350d,1e-05,0.075
850,00000351d,1e-05,0.075
851,00000352d,1e-05,0.075
852,00000353d,1e-05,0.075
853,00000354d,1e-05,0.075
854,00000355d,1e-05,0.075
855,00000356d,1e-05,0.075
856,00000357d,1e-05,0.075
857,00000358d,1e-05,0.075
858,00000359d,1e-05,0.075
859,0000035Ad,1e-05,0.075
860,0000035Bd,1e-05,0.075
861,0000035Cd,1e-05,0.075
862,0000035Dd,1e-05,0.075
863,0000035Ed,1e-05,0.075
864,0000035Fd,1e-05,0.075
865,00000360d,1e-05,0.075
866,00000361d,1e-05,0.075
867,00000362d,1e-05,0.075
868,00000363d,1e-05,0.075
869,00000364d,1e-05,0.075
870,00000365d,1e-05,0.075
871,00000366d,1e-05,0.075
872,00000367d,1e-05,0.075
873,00000368d,1e-05,0.075
874,00000369d,1e-05,0.075
875,0000036Ad,1e-05,0.075
876,0000036Bd,1e-05,0.075
877,0000036Cd,1e-05,0.075
878,0000036Dd,1e-05,0.075
879,0000036Ed,1e-05,0.075
880,0000036Fd,1e-05,0.075
881,00000370d,1e-05,0.075
882,00000371d,1e-05,0.075
883,00000372d,1e-05,0.075
884,00000373d,1e-05,0.075
885,00000374d,1e-05,0.075
886,00000375d,1e-05,0.075
887,00000376d,1e-05,0.075
888,00000377d,1e-05,0.075
889,00000378d,1e-05,0.075
890,00000379d,1e-05,0.075
891,0000037Ad,1e-05,0.075
892,0000037Bd,1e-05,0.075
893,0000037Cd,1e-05,0.075
894,0000037Dd,1e-05,0.075
895,0000037Ed,1e-05,0.075
896,0000037Fd,1e-05,0.075
897,00000380d,1e-05,0.075
898,00000381d,1e-05,0.075
899,00000382d,1e-05,0.075
900,00000383d,1e-05,0.075
901,00000384d,1e-05,0.075
902,00000385d,1e-05,0.075
903,00000386d,1e-05,0.075
904,00000387d,1e-05,0.075
905,00000388d,1e-05,0.075
906,00000389d,1e-05,0.075
907,0000038Ad,1e-05,0.075
908,0000038Bd,1e-05,0.075
909,0000038Cd,1e-05,0.075
910,0000038Dd,1e-05,0.075
911,0000038Ed,1e-05,0.075
912,0000038Fd,1e-05,0.075
913,00000390d,1e-05,0.075
914,00000391d,1e-05,0.075
915,00000392d,1e-05,0.075
916,00000393d,1e-05,0.075
917,00000394d,1e-05,0.075
918,00000395d,1e-05,0.075
919,00000396d,1e-05,0.075
920,00000397d,1e-05,0.075
921,00000398d,1e-05,0.075
922,00000399d,1e-05,0.075
923,0000039Ad,1e-05,0.075
924,0000039Bd,1e-05,0.075
925,0000039Cd,1e-05,0.075
926,0000039Dd,1e-05,0.075
927,0000039Ed,1e-05,0.075
928,0000039Fd,1e-05,0.075
929,000003A0d,1e-05,0.075
930,000003A1d,1e-05,0.075
931,000003A2d,1e-05,0.075
932,000003A3d,1e-05,0.075
933,000003A4d,1e-05,0.075
934,000003A5d,1e-05,0.075
935,000003A6d,1e-05,0.075
936,000003A7d,1e-05,0.075
937,000003A8d,1e-05,0.075
938,000003A9d,1e-05,0.075
939,000003AAd,1e-05,0.075
940,000003ABd,1e-05,0.075
941,000003ACd,1e-05,0.075
942,000003ADd,1e-05,0.075
943,000003AEd,1e-05,0.075
944,000003AFd,1e-05,0.075
945,000003B0d,1e-05,0.075
946,000003B1d,1e-05,0.075
947,000003B2d,1e-05,0.075
948,000003B3d,1e-05,0.075
949,000003B4d,1e-05,0.075
950,000003B5d,1e-05,0.075
951,000003B6d,1e-05,0.075
952,000003B7d,1e-05,0.075
953,000003B8d,1e-05,0.075
954,000003B9d,1e-05,0.075
955,000003BAd,1e-05,0.075
956,000003BBd,1e-05,0.075
957,000003BCd,1e-05,0.075
958,000003BDd,1e-05,0.075
959,000003BEd,1e-05,0.075
960,000003BFd,1e-05,0.075
961,000003C0d,1e-05,0.075
962,000003C1d,1e-05,0.075
963,000003C2d,1e-05,0.075
964,000003C3d,1e-05,0.075
965,000003C4d,1e-05,0.075
966,000003C5d,1e-05,0.075
967,000003C6d,1e-05,0.075
968,000003C7d,1e-05,0.075
969,000003C8d,1e-05,0.075
970,000003C9d,1e-05,0.075
971,000003CAd,1e-05,0.075
972,000003CBd,1e-05,0.075
973,000003CCd,1e-05,0.075
974,000003CDd,1e-05,0.075
975,000003CEd,1e-05,0.075
976,000003CFd,1e-05,0.075
977,000003D0d,1e-05,0.075
978,000003D1d,1e-05,0.075
979,000003D2d,1e-05,0.075
980,000003D3d,1e-05,0.075
981,000003D4d,1e-05,0.075
982,000003D5d,1e-05,0.075
983,000003D6d,1e-05,0.075
984,000003D7d,1e-05,0.075
985,000003D8d,1e-05,0.075
986,000003D9d,1e-05,0.075
987,000003DAd,1e-05,0.075
988,000003DBd,1e-05,0.075
989,000003DCd,1e-05,0.075
990,000003DDd,1e-05,0.075
991,000003DEd,1e-05,0.075
992,000003DFd,1e-05,0.075
993,000003E0d,1e-05,0.075
994,000003E1d,1e-05,0.075
995,000003E2d,1e-05,0.075
996,000003E3d,1e-05,0.075
997,000003E4d,1e-05,0.075
998,000003E5d,1e-05,0.075
999,000003E6d,1e-05,0.075
1000,000003E7d,1e-05,0.075
