"","id","...1.x","x070","x075","x080","x085","x090","x095","x099","x100","more_than_one_mutant","first_mutant_init_time","pop_radius_at_first_mut_init","mu_driver_birth","s_driver_birth","birth_rate_end_mean","sr1","...1.y","sweep_complete_time","num_cell"
"7083","0000106C",4205,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,350.862457,41.5481097543611,1e-05,0.4,8.81976079936301,8.68862311040334,4205,0,1
"7084","0000106D",4206,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,51.014076,4.98286096435575,1e-05,0.4,10,10,4206,99.481247,878
"7085","0000106E",4207,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,125.056969,14.7232953428242,1e-05,0.4,9.935990798716,9.92887866524,4207,402.692444,43293
"7086","0000106F",4208,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,163.579849,11.410196455842,1e-05,0.4,9.041339918825,8.93482213202778,4208,260.80838,10861
"7087","00001070",4209,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,222.916489,24.1816564106821,1e-05,0.4,9.174115094766,9.08235010529556,4209,441.894562,123342
"7088","00001071",4210,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,249.250931,32.3615576297474,1e-05,0.4,8.91025964644699,8.7891773849411,4210,357.093628,46339
"7089","00001072",4211,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,95.638512,11.5350533864824,1e-05,0.4,9.307511849605,9.23056872178333,4211,129.728943,2559
"7090","00001073",4212,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,365.255768,50.6962505531682,1e-05,0.4,8.94738522652401,8.83042802947112,4212,566.582764,209506
"7091","00001074",4213,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,260.99353,23.4939486148749,1e-05,0.4,9.068471489563,8.96496832173667,4213,393.673523,25840
"7092","00001075",4214,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,343.878571,39.0358087625816,1e-05,0.4,9.197049198303,9.10783244255889,4214,0,1
"7093","00001076",4215,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,142.459106,18.9909383050158,1e-05,0.4,9.15803039430099,9.06447821588999,4215,286.007996,13110
"7094","00001077",4216,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,208.098206,27.3446882441745,1e-05,0.4,9.266658253439,9.18517583715444,4216,0,1
"7095","00001078",4217,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,234.947327,27.7433957022768,1e-05,0.4,8.899375120332,8.77708346703555,4217,424.546478,40330
"7096","00001079",4218,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,300.171143,36.5380765247603,1e-05,0.4,8.666283161047,8.51809240116333,4218,391.115723,70231
"7097","0000107A",4219,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,214.982269,21.7417598697668,1e-05,0.4,8.960970253066,8.84552250340667,4219,494.053009,65993
"7098","0000107B",4220,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,391.694885,42.6370891963706,1e-05,0.4,9.19140361108299,9.10155956786999,4220,633.773499,57499
"7099","0000107C",4221,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,212.314484,28.6854549186493,1e-05,0.4,8.974899399725,8.86099933302778,4221,353.587219,54866
"7100","0000107D",4222,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,315.45694,44.9414707703518,1e-05,0.4,9.51076125807602,9.45640139786224,4222,0,1
"7101","0000107E",4223,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,293.870392,34.5821559953949,1e-05,0.4,9.40844074538799,9.34271193931999,4223,0,1
"7102","0000107F",4224,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,167.918884,17.0757270766595,1e-05,0.4,9.49843491505799,9.44270546117554,4224,379.37796,25858
"7103","00001080",4225,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,300.613708,36.9366540087023,1e-05,0.4,9.34833851389601,9.27593168210668,4225,365.810364,26227
"7104","00001081",4226,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,281.565765,34.4299430327756,1e-05,0.4,9.692700225996,9.65855580666222,4226,601.115845,602911
"7105","00001082",4227,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,172.69696,13.9117978253384,1e-05,0.4,9.07120014091498,8.9680001565722,4227,209.077972,3127
"7106","00001083",4228,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,290.006409,32.6309358172,1e-05,0.4,9.702948594495,9.66994288277222,4228,515.579224,298348
"7107","00001084",4229,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,165.698151,14.5711686529523,1e-05,0.4,9.97128292464,9.96809213848889,4229,242.854736,6702
"7108","00001085",4230,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,302.81842,35.5623744500273,1e-05,0.4,8.917721321606,8.79746813511778,4230,611.909973,502984
"7109","00001086",4231,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,204.073242,23.4125135392934,1e-05,0.4,8.82530282728801,8.6947809192089,4231,413.233368,25831
"7110","00001087",4232,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,245.479294,26.9931994901896,1e-05,0.4,9.44280674361899,9.38089638179888,4232,296.802277,13796
"7111","00001088",4233,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,332.488342,38.1282588825899,1e-05,0.4,9.70365005518699,9.6707222835411,4233,0,1
"7112","00001089",4234,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,361.125671,43.6515655567252,1e-05,0.4,8.748198199828,8.60910911092,4234,0,1
"7113","0000108A",4235,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,217.279892,25.9837483948369,1e-05,0.4,8.887421780415,8.76380197823889,4235,295.163849,49476
"7114","0000108B",4236,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,237.289124,24.5150319141159,1e-05,0.4,9.338361756985,9.26484639665,4236,332.162415,18838
"7115","0000108C",4237,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,180.491592,19.658067018853,1e-05,0.4,9.873781648693,9.85975738743667,4237,415.908722,103455
"7116","0000108D",4238,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,308.069336,38.9827681826705,1e-05,0.4,9.74161731761301,9.71290813068112,4238,337.590027,13031
"7117","0000108E",4239,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,228.768631,23.5751023923369,1e-05,0.4,9.28881789988,9.20979766653333,4239,0,1
"7118","0000108F",4240,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,363.352905,37.2242367380734,1e-05,0.4,9.203810304856,9.11534478317333,4240,699.093384,783015
"7119","00001090",4241,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,265.557434,27.7146966196989,1e-05,0.4,9.020415330153,8.91157258905889,4241,437.300476,23768
"7120","00001091",4242,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,119.370308,12.6158486482689,1e-05,0.4,9.497254590407,9.44139398934111,4242,175.643494,6735
"7121","00001092",4243,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,280.380127,36.7422378471718,1e-05,0.4,8.74771804975899,8.60857561084332,4243,466.653381,221709
"7122","00001093",4244,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,204.500839,28.0628203224498,1e-05,0.4,9.352906450932,9.28100716770222,4244,313.543701,20849
"7123","00001094",4245,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,222.753769,26.9459879114371,1e-05,0.4,8.92740989197699,8.80823321330777,4245,404.685486,76901
"7124","00001095",4246,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,189.170517,16.2739557625388,1e-05,0.4,9.27491526291501,9.19435029212779,4246,0,1
"7125","00001096",4247,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,79.925728,9.06236021971485,1e-05,0.4,8.89469890438499,8.77188767153888,4247,279.90271,7300
"7126","00001097",4248,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,127.921562,17.608037173462,1e-05,0.4,9.641162447909,9.60129160878778,4248,183.509827,10698
"7127","00001098",4249,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,201.979279,27.3737752519132,1e-05,0.4,9.106001920283,9.00666880031444,4249,478.755035,75414
"7128","00001099",4250,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,385.976776,52.2424105231146,1e-05,0.4,9.005559050857,8.89506561206333,4250,543.023254,90782
"7129","0000109A",4251,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,226.345444,27.0403286391092,1e-05,0.4,8.918583882341,8.79842653593444,4251,376.940399,19709
"7130","0000109B",4252,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,81.928085,9.62449524918205,1e-05,0.4,9.15797806506199,9.0644200722911,4252,157.466156,3820
"7131","0000109C",4253,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,137.271912,12.8285254327211,1e-05,0.4,9.302273920452,9.22474880050222,4253,166.764603,2987
"7132","0000109D",4254,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,239.074677,27.5822962317246,1e-05,0.4,9.206674564987,9.11852729443,4254,373.996063,40692
"7133","0000109E",4255,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,303.612152,41.5940531260325,1e-05,0.4,9.13141780534001,9.03490867260001,4255,496.971344,82256
"7134","0000109F",4256,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,427.047882,47.7639428692935,1e-05,0.4,9.17834659581,9.08705177312222,4256,539.727112,47479
"7135","000010A0",4257,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,126.116028,12.4379727961102,1e-05,0.4,9.13552264876201,9.03946960973557,4257,191.872223,2959
"7136","000010A1",4258,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,140.263901,16.5455303885843,1e-05,0.4,9.37624703312101,9.30694114791223,4258,352.783264,219209
"7137","000010A2",4259,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,399.535217,38.0070107541367,1e-05,0.4,8.833240725103,8.70360080567,4259,652.310913,201612
"7138","000010A3",4260,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,162.481934,16.420000769627,1e-05,0.4,8.90011403209599,8.77790448010666,4260,225.826355,8763
"7139","000010A4",4261,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,247.779465,23.9900239226966,1e-05,0.4,8.954492769224,8.83832529913778,4261,406.781311,29179
"7140","000010A5",4262,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,439.574524,54.8637134829416,1e-05,0.4,9.131022078432,9.03446897603555,4262,0,1
"7141","000010A6",4263,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,162.449738,13.3394330575073,1e-05,0.4,9.614027852148,9.57114205794222,4263,283.213684,8710
"7142","000010A7",4264,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,200.271149,19.4546040068132,1e-05,0.4,9.196676522145,9.10741835793889,4264,349.80835,9839
"7143","000010A8",4265,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,279.212921,26.1668637569188,1e-05,0.4,9.384602950362,9.31622550040222,4265,412.322815,15236
"7144","000010A9",4266,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,207.396332,22.7435445924132,1e-05,0.4,9.238772653519,9.15419183724333,4266,307.825073,11500
"7145","000010AA",4267,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,163.360123,16.1955266035783,1e-05,0.4,8.81252341251598,8.6805815694622,4267,411.118195,18610
"7146","000010AB",4268,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,147.961441,16.7463214049665,1e-05,0.4,8.86237869676099,8.73597632973443,4268,0,1
"7147","000010AC",4269,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,270.551086,28.7187262867846,1e-05,0.4,8.955697817523,8.83966424169222,4269,496.446991,739717
"7148","000010AD",4270,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,164.258606,20.4750209807857,1e-05,0.4,9.45937256992101,9.39930285546779,4270,297.796112,12893
"7149","000010AE",4271,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,67.515114,8.88499746817913,1e-05,0.4,8.948649076371,8.83183230707889,4271,184.719833,4859
"7150","000010AF",4272,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,315.505035,28.6299167156934,1e-05,0.4,9.472052872953,9.41339208105889,4272,512.6604,49099
"7151","000010B0",4273,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,93.808998,12.0875368405856,1e-05,0.4,9.141442764895,9.04604751655,4273,200.790207,5920
"7152","000010B1",4274,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,489.369537,65.2252796093003,1e-05,0.4,8.99244253618101,8.88049170686779,4274,643.941956,324943
"7153","000010B2",4275,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,245.703629,34.7382839042708,1e-05,0.4,9.057556780909,8.95284086767667,4275,358.650085,70994
"7154","000010B3",4276,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,134.094696,10.9402032481692,1e-05,0.4,9.539154323939,9.48794924882111,4276,253.796692,3555
"7155","000010B4",4277,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,139.306747,19.3397297608489,1e-05,0.4,9.483380777522,9.42597864169111,4277,299.829865,27791
"7156","000010B5",4278,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,212.309174,19.7388650043521,1e-05,0.4,8.898343909717,8.77593767746333,4278,277.046753,13941
"7157","000010B6",4279,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,277.221344,32.144429753182,1e-05,0.4,8.79663429998202,8.66292699998002,4279,369.645447,26948
"7158","000010B7",4280,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,325.227478,42.0166478302467,1e-05,0.4,8.95160684033599,8.83511871148443,4280,422.237854,88631
"7159","000010B8",4281,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,200.280319,21.1705819031677,1e-05,0.4,9.77515282115399,9.75016980128221,4281,432.709656,34443
"7160","000010B9",4282,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,234.650711,25.9837483948369,1e-05,0.4,8.763877387667,8.62653043074111,4282,286.753326,11781
"7161","000010BA",4283,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,226.88269,20.9893753012605,1e-05,0.4,9.322867842737,9.24763093637445,4283,0,1
"7162","000010BB",4284,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,433.058533,55.5469956445108,1e-05,0.4,9.350060124948,9.27784458327555,4284,574.630005,137033
"7163","000010BC",4285,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,133.805984,12.0215203074051,1e-05,0.4,8.869176930601,8.74352992289,4285,300.733948,10974
"7164","000010BD",4286,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,322.245697,35.2792908410491,1e-05,0.4,9.568293820718,9.52032646746444,4286,0,1
"7165","000010BE",4287,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,311.999084,37.5562605183508,1e-05,0.4,8.87769532285,8.75299480316667,4287,557.858459,199844
"7166","000010BF",4288,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,17.626753,2.45928164519826,1e-05,0.4,9.33393902100001,9.25993224555557,4288,23.502308,17
"7167","000010C0",4289,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,311.283142,36.8158046181268,1e-05,0.4,9.17516218206101,9.08351353562334,4289,0,1
"7168","000010C1",4290,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,232.019821,25.0480995189531,1e-05,0.4,9.251420541275,9.16824504586111,4290,444.6026,40668
"7169","000010C2",4291,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,352.099609,43.3882494208786,1e-05,0.4,9.000852943617,8.88983660401889,4291,509.888916,47684
"7170","000010C3",4292,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,114.774475,12.6032264853805,1e-05,0.4,9.233784818991,9.14864979887889,4292,187.783951,7173
"7171","000010C4",4293,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,363.970062,46.8420191418085,1e-05,0.4,9.724671767974,9.69407974219333,4293,492.574066,56130
"7172","000010C5",4294,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,280.987518,27.6514537900884,1e-05,0.4,9.333585740171,9.25953971130111,4294,497.747772,72259
"7173","000010C6",4295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,245.014328,25.1748619657789,1e-05,0.4,9.53498077985399,9.48331197761554,4295,437.942017,29538
"7174","000010C7",4296,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,316.699036,41.6399458061847,1e-05,0.4,9.38613560182999,9.31792844647777,4296,396.881073,36710
"7175","000010C8",4297,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,181.185074,18.9909383050158,1e-05,0.4,9.758112178832,9.73123575425778,4297,276.839386,20989
"7176","000010C9",4298,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,180.663239,26.9873025595916,1e-05,0.4,9.99990037048,9.99988930053333,4298,309.634491,168137
"7177","000010CA",4299,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,272.059326,35.0756895143473,1e-05,0.4,8.987903558505,8.87544839833889,4299,314.531189,23300
"7178","000010CB",4300,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,194.528976,24.2867374332576,1e-05,0.4,9.033332837769,8.92592537529889,4300,257.734955,9670
"7179","000010CC",4301,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,223.843307,18.0983571957453,1e-05,0.4,8.860652850156,8.73405872239556,4301,281.227905,8901
"7180","000010CD",4302,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,262.750885,31.6152260958016,1e-05,0.4,9.11597500331701,9.01775000368557,4302,0,1
"7181","000010CE",4303,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,118.712006,10.4032953067237,1e-05,0.4,9.00439441694101,8.8937715743789,4303,205.81218,4150
"7182","000010CF",4304,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,226.583206,34.3883134767043,1e-05,0.4,9.12114394253799,9.02349326948666,4304,0,1
"7183","000010D0",4305,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,287.384094,33.004371777419,1e-05,0.4,8.96330434540299,8.84811593933666,4305,0,1
"7184","000010D1",4306,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,211.383209,20.3737167350142,1e-05,0.4,9.05754413828201,8.95282682031334,4306,322.631226,27499
"7185","000010D2",4307,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,230.232361,20.2876026573385,1e-05,0.4,8.95843967208,8.84271074675556,4307,470.116516,28792
"7186","000010D3",4308,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,281.574493,29.4303711357064,1e-05,0.4,9.260322843209,9.17813649245444,4308,511.1073,148010
"7187","000010D4",4309,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,264.753662,30.0246596088145,1e-05,0.4,8.906120610415,8.78457845601667,4309,337.365112,19185
"7188","000010D5",4310,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,115.845856,14.8095232855715,1e-05,0.4,9.34371928305001,9.2707992033889,4310,0,1
"7189","000010D6",4311,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,300.898071,33.7105296459198,1e-05,0.4,8.876566292856,8.75174032539555,4311,0,1
"7190","000010D7",4312,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,104.041382,14.2285297347121,1e-05,0.4,9.45859329530399,9.39843699478221,4312,134.770584,7294
"7191","000010D8",4313,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,163.38028,19.9633597207117,1e-05,0.4,9.05912306803501,8.95458118670557,4313,403.783386,36651
"7192","000010D9",4314,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,191.381485,21.0650674881303,1e-05,0.4,8.999614113856,8.88846012650667,4314,276.00827,10253
"7193","000010DA",4315,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,221.275085,23.3444339722615,1e-05,0.4,8.998715693847,8.88746188205222,4315,572.959534,203084
"7194","000010DB",4316,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,316.032532,28.3056463138025,1e-05,0.4,8.92822605420099,8.80914006022332,4316,385.97583,36004
"7195","000010DC",4317,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,218.893738,25.5513763122448,1e-05,0.4,10,10,4317,509.597961,312463
"7196","000010DD",4318,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,148.303101,18.1159369543297,1e-05,0.4,8.625203690062,8.47244854451333,4318,237.694901,7122
"7197","000010DE",4319,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,256.878174,29.7798169573036,1e-05,0.4,10,10,4319,384.002014,25093
"7198","000010DF",4320,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,288.673157,36.8762788187656,1e-05,0.4,8.854065667369,8.72673963041,4320,385.574493,65257
"7199","000010E0",4321,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,147.172852,15.2646555394435,1e-05,0.4,9.43395704557399,9.3710633839711,4321,193.234451,9658
"7200","000010E1",4322,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,301.509552,39.5824136172893,1e-05,0.4,9.66354307065301,9.62615896739223,4322,0,1
"7201","000010E2",4323,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,225.161758,25.5949422028956,1e-05,0.4,9.28358966983501,9.2039885220389,4323,296.012421,16651
"7202","000010E3",4324,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,360.405273,47.6237842774321,1e-05,0.4,8.971695347137,8.85743927459667,4324,0,1
"7203","000010E4",4325,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,326.043304,39.954613754531,1e-05,0.4,8.757863844408,8.61984871600889,4325,386.868256,28980
"7204","000010E5",4326,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,214.985687,14.2397112922214,1e-05,0.4,8.873104618193,8.74789402021444,4326,418.931976,27193
"7205","000010E6",4327,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,311.559143,35.6249764401775,1e-05,0.4,8.871741472638,8.74637941404222,4327,0,1
"7206","000010E7",4328,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,63.672951,5.49912093448082,1e-05,0.4,9.221717471039,9.13524163448778,4328,111.518539,740
"7207","000010E8",4329,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,319.876678,39.1498059436741,1e-05,0.4,9.06265920465201,8.95851022739112,4329,415.415833,30752
"7208","000010E9",4330,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,206.349792,21.2456285117916,1e-05,0.4,8.97406007533699,8.86006675037443,4330,424.308258,118360
"7209","000010EA",4331,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,266.425659,31.5749262373611,1e-05,0.4,9.01707721456001,8.90786357173334,4331,585.051575,114608
"7210","000010EB",4332,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,390.976105,37.8559555762724,1e-05,0.4,9.29390733064901,9.21545258961001,4332,605.787292,387977
"7211","000010EC",4333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,220.358215,21.9312658860503,1e-05,0.4,9.21222185212501,9.12469094680557,4333,394.674835,19293
"7212","000010ED",4334,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,149.170471,18.2559656036311,1e-05,0.4,9.548830012784,9.49870001420445,4334,196.571701,5710
"7213","000010EE",4335,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,505.824799,64.5507497996545,1e-05,0.4,9.757684998907,9.73076110989667,4335,0,1
"7214","000010EF",4336,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,363.188232,49.0625147311346,1e-05,0.4,10,10,4336,516.661621,216294
"7215","000010F0",4337,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,336.828339,34.3512670738392,1e-05,0.4,8.876316036964,8.75146226329333,4337,657.166077,318323
