"","id","...1.x","x070","x075","x080","x085","x090","x095","x099","x100","more_than_one_mutant","first_mutant_init_time","pop_radius_at_first_mut_init","mu_driver_birth","s_driver_birth","birth_rate_end_mean","sr1","...1.y","sweep_complete_time","num_cell"
"90","00000012a",19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,431.668457,51.61024247,1e-05,0.15,5.705152814,5.22794757111111,19,0,1
"91","00000012b",37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,286.297089,34.9843038,1e-05,0.05,1.435085155,0.48342795,37,0,1
"92","00000012bb",38,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,497.669312,61.85535411,1e-05,0.05,1.760631128,0.845145697777778,38,1355.932129,378433
"93","00000012d",19,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,578.958252,72.30436758,1e-05,0.075,4.126186575,3.47354063888889,19,0,1
"94","00000013",20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,195.453415,16.6510086137783,1e-05,2,9.839731389098,9.82192376566445,20,235.234177,8927
"95","00000013a",20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,377.235565,40.4646272,1e-05,0.15,6.447399083,6.05266564777778,20,704.275146,61161
"96","00000013b",39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,784.120728,102.8296461,1e-05,0.05,1.560748956,0.623054395555556,39,0,1
"97","00000013bb",40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,517.062012,63.09092745,1e-05,0.05,1.666838398,0.740931553333333,40,0,1
"98","00000013d",20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,239.704819,22.24796335,1e-05,0.075,2.515422056,1.68380228444444,20,0,1
"99","00000014",21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,154.468674,10.7494137768641,1e-05,2,9.947134747122,9.94126083013555,21,290.205719,18549
"100","00000014a",21,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,551.177856,64.25571985,1e-05,0.15,5.850978269,5.38997585444444,21,0,1
"101","00000014b",41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,285.605469,33.64859975,1e-05,0.05,1.575830793,0.639811992222222,41,0,1
"102","00000014bb",42,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,771.604492,99.26370196,1e-05,0.05,1.471280639,0.523645154444444,42,0,1
"103","00000014d",21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,389.429352,41.799557,1e-05,0.075,3.175009359,2.41667706555556,21,0,1
"104","00000015",22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,289.731781,28.3898644300314,1e-05,2,10,10,22,309.716248,17737
"105","00000015a",22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,504.022797,55.33949236,1e-05,0.15,6.256440518,5.84048946444444,22,888.734619,206922
"106","00000015b",43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,567.494324,69.7362061,1e-05,0.05,1.658080714,0.731200793333333,43,0,1
"107","00000015bb",44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,610.366211,69.34943454,1e-05,0.05,1.577152279,0.64128031,44,0,1
"108","00000015d",22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,431.750122,45.90437285,1e-05,0.075,3.17258348,2.41398164444444,22,1234.739624,248820
"109","00000016",23,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,144.964661,19.9713307171246,1e-05,2,9.789339665689,9.76593296187667,23,179.992905,13344
"110","00000016a",23,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,391.510101,55.09738092,1e-05,0.15,6.125124594,5.69458288222222,23,852.024841,119150
"111","00000016b",45,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,638.609314,84.08885664,1e-05,0.05,1.897766153,0.997517947777778,45,0,1
"112","00000016bb",46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,459.004272,60.46312135,1e-05,0.05,1.673522228,0.748358031111111,46,0,1
"113","00000016d",23,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,602.713074,83.41996603,1e-05,0.075,3.613698811,2.90410979,23,0,1
"114","00000017",24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,173.756912,20.8753224268197,1e-05,2,9.693820853493,9.65980094832556,24,232.979218,28537
"115","00000017a",24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,342.764313,43.04141654,1e-05,0.15,5.511183928,5.01242658666667,24,0,1
"116","00000017b",47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,288.979065,30.13004805,1e-05,0.05,1.37820992,0.420233244444444,47,0,1
"117","00000017bb",48,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,339.798523,40.62556781,1e-05,0.05,1.788336244,0.87592916,48,0,1
"118","00000017d",24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,638.149048,85.7215476,1e-05,0.075,3.916785956,3.24087328444444,24,1617.01416,981873
"119","00000018",25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,136.716293,15.2750786581312,1e-05,2,9.996630463724,9.99625607080444,25,167.001694,7124
"120","00000018a",25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,288.803223,34.54480805,1e-05,0.15,6.294249468,5.88249940888889,25,549.03949,71385
"121","00000018b",49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,495.25705,61.14368008,1e-05,0.05,1.355120783,0.394578647777778,49,0,1
"122","00000018bb",50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,274.028931,33.84197055,1e-05,0.05,1.50345418,0.559393533333333,50,0,1
"123","00000018d",25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,434.421509,54.31771659,1e-05,0.075,2.778656521,1.97628502333333,25,0,1
"124","00000019",26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,222.78299,25.836321682171,1e-05,2,9.918504952686,9.90944994742889,26,279.807556,9897
"125","00000019a",26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,293.742126,36.51575158,1e-05,0.15,6.047215654,5.60801739333333,26,922.82135,606906
"126","00000019b",51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,577.250122,75.21516873,1e-05,0.05,1.767185183,0.852427981111111,51,0,1
"127","00000019bb",52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,318.295532,40.20419881,1e-05,0.05,1.676141292,0.751268102222222,52,0,1
"128","00000019d",26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,503.792084,67.83192025,1e-05,0.075,3.018655359,2.24295039888889,26,0,1
"129","0000001A",27,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,178.916275,18.168574170216,1e-05,2,9.785742692545,9.76193632505,27,250.107254,14613
"130","0000001Aa",27,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,239.642746,23.64889997,1e-05,0.15,6.702749144,6.33638793777778,27,492.140167,33611
"131","0000001Ad",27,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,208.807846,20.08229633,1e-05,0.075,3.072593495,2.30288166111111,27,1415.14978,445271
"132","0000001B",28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,150.856171,16.8127188615662,1e-05,2,9.828697868898,9.80966429877556,28,203.971802,6045
"133","0000001Ba",28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,545.794983,72.31317176,1e-05,0.15,6.333470758,5.92607862,28,0,1
"134","0000001Bbb",56,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,468.028168,59.01110196,1e-05,0.05,2.008516727,1.12057414111111,55,0,1
"135","0000001Bbb",56,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,468.028168,59.01110196,1e-05,0.05,2.008516727,1.12057414111111,56,0,1
"136","0000001Bd",28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,473.157867,62.97730688,1e-05,0.075,3.271045544,2.52338393777778,28,1834.009277,904237
"137","0000001C",29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,194.070755,22.9594581409989,1e-05,2,10,10,29,244.667999,54632
"138","0000001Ca",29,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,469.816528,60.86714028,1e-05,0.15,6.77682303,6.41869225555556,29,0,1
"139","0000001Cb",57,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,622.600952,85.01496501,1e-05,0.05,1.941478773,1.04608752555556,57,0,1
"140","0000001Cbb",58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,480.840393,62.68600757,1e-05,0.05,1.296717684,0.329686315555556,58,0,1
"141","0000001Cd",29,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,368.039398,47.94615728,1e-05,0.075,2.686668322,1.87407591333333,29,0,1
"142","0000001D",30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,126.723602,13.0621258219473,1e-05,2,9.822053213169,9.80228134796555,30,155.59108,3188
