,id,...1.x,x070,x075,x080,x085,x090,x095,x099,x100,more_than_one_mutant,first_mutant_init_time,pop_radius_at_first_mut_init,mu_driver_birth,s_driver_birth,birth_rate_end_mean,sr1,sweep_complete_time,num_cell,sim_length,sim_size 
9093,000017CC,6093,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,267.570038,33.65855459,1e-05,0.2,6.988676031,6.654084478,345.873322,24608,523.300964,1e+06
9094,000017CD,6094,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,147.981644,17.58089916,1e-05,0.2,7.948588927,7.720654363,591.657715,228186,676.460327,1e+06
9095,000017CE,6095,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,385.996704,45.36796697,1e-05,0.2,7.524289334,7.249210371,750.104309,243737,861.863464,1e+06
9096,000017CF,6096,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,312.141113,36.45085254,1e-05,0.2,7.865095821,7.627884245,488.893585,42612,709.766663,1e+06
9097,000017D0,6097,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,358.034607,48.25788858,1e-05,0.2,7.712215019,7.458016688,719.480225,293565,795.832825,1e+06
9098,000017D1,6098,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,169.701675,23.51426332,1e-05,0.2,7.736822077,7.485357863,807.43573,302502,899.672546,1e+06
9099,000017D2,6099,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,572.417419,79.29941527,1e-05,0.2,7.623312956,7.359236618,945.588135,703981,968.066345,1e+06
9100,000017D3,6100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,225.607147,23.76338344,1e-05,0.2,7.429282132,7.143646814,674.362244,891830,682.028381,1e+06
9101,000017D4,6101,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,383.312378,52.16619092,1e-05,0.2,6.97113569,6.634595212,619.001465,108826,746.099365,1e+06
9102,000017D5,6102,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,360.160492,42.54740547,1e-05,0.2,7.893800958,7.659778842,0,1,876.877075,1e+06
9103,000017D6,6103,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,245.888855,29.62441964,1e-05,0.2,7.680692964,7.422992182,591.908508,108595,769.640503,1e+06
9104,000017D7,6104,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,232.165787,27.65145379,1e-05,0.2,8.126664528,7.918516143,0,1,857.643921,1e+06
9105,000017D8,6105,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,236.027664,25.21276642,1e-05,0.2,7.768430807,7.520478674,876.728149,587846,909.880859,1e+06
9106,000017D9,6106,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,405.802795,47.94022486,1e-05,0.2,7.818445332,7.576050369,0,1,1022.632935,1e+06
9107,000017DA,6107,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,319.067596,40.49667765,1e-05,0.2,7.373471162,7.081634624,669.478271,113751,808.191162,1e+06
9108,000017DB,6108,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,355.355438,43.3331905,1e-05,0.2,7.247525213,6.941694681,0,1,897.269897,1e+06
9109,000017DC,6109,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,259.631317,32.35171979,1e-05,0.2,7.429787762,7.144208624,750.765869,258662,862.393982,1e+06
9110,000017DD,6110,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,260.640839,28.923054,1e-05,0.2,8.409845706,8.233161896,0,1,918.556213,1e+06
9111,000017DE,6111,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,339.149261,45.37147503,1e-05,0.2,8.068132061,7.853480068,664.979248,85971,818.414856,1e+06
9112,000017DF,6112,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,151.898651,16.21516946,1e-05,0.2,7.319250204,7.021389116,301.079559,16928,575.144714,1e+06
9113,000017E0,6113,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,205.464691,26.17294554,1e-05,0.2,8.007023487,7.785581652,0,1,832.459839,1e+06
9114,000017E1,6114,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,290.45462,35.90976719,1e-05,0.2,7.540244135,7.266937928,810.719482,198985,895.46521,1e+06
9115,000017E2,6115,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,350.745178,44.02551602,1e-05,0.2,8.969574206,8.855082452,658.03656,119604,779.78064,1e+06
9116,000017E3,6116,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,326.523285,39.37276807,1e-05,0.2,7.743884783,7.493205314,0,1,883.773865,1e+06
9117,000017E4,6117,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,276.970917,29.58678766,1e-05,0.2,8.247661594,8.052957327,471.264069,29222,769.813171,1e+06
9118,000017E5,6118,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,279.21051,32.23836892,1e-05,0.2,8.408751698,8.231946331,406.979462,24004,632.989136,1e+06
9119,000017E6,6119,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,469.110474,54.75627128,1e-05,0.2,7.264057929,6.960064366,855.636719,173902,946.940002,1e+06
9120,000017E7,6120,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,308.583374,36.68154266,1e-05,0.2,7.055553157,6.728392396,538.664001,42880,766.727173,1e+06
9121,000017E8,6121,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,264.14325,26.34266535,1e-05,0.2,7.181581532,6.868423925,433.216919,17612,827.075073,1e+06
9122,000017E9,6122,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,225.240021,28.21553659,1e-05,0.2,7.841507719,7.601675243,443.427429,33544,834.03302,1e+06
9123,000017EA,6123,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,203.949417,18.7208312,1e-05,0.2,7.240558468,6.933953853,662.881409,127059,818.04541,1e+06
9124,000017EB,6124,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,189.907059,18.44676948,1e-05,0.2,6.769356703,6.410396337,394.96106,14445,600.638306,1e+06
9125,000017EC,6125,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,509.787109,73.08921986,1e-05,0.2,7.200184009,6.889093343,864.703308,488649,929.56366,1e+06
9126,000017ED,6126,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,43.037327,6.793842415,1e-05,0.2,6.85071014,6.500789045,238.801987,9168,742.939636,1e+06
9127,000017EE,6127,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,279.35672,31.75587285,1e-05,0.2,8.664930924,8.516589916,684.777954,234389,744.344238,1e+06
9128,000017EF,6128,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,327.253784,36.82877173,1e-05,0.2,7.444444122,7.160493469,0,1,808.31604,1e+06
9129,000017F0,6129,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,264.135742,32.58212362,1e-05,0.2,7.211007199,6.90111911,457.584229,36978,773.94342,1e+06
9130,000017F1,6130,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,343.63797,39.22291489,1e-05,0.2,8.042942756,7.825491951,786.71405,199158,877.899597,1e+06
9131,000017F2,6131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,248.216431,30.68012539,1e-05,0.2,6.99310586,6.659006511,410.862823,26070,648.714294,1e+06
9132,000017F3,6132,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,252.877762,29.48979921,1e-05,0.2,7.825589933,7.583988815,432.924042,52522,615.328796,1e+06
9133,000017F4,6133,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,69.069351,9.097417837,1e-05,0.2,7.962292402,7.735880446,336.64624,18599,587.755737,1e+06
9134,000017F5,6134,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,311.226227,28.60767124,1e-05,0.2,6.828410545,6.476011716,0,1,951.718994,1e+06
9135,000017F6,6135,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,115.890099,15.33746862,1e-05,0.2,7.147626723,6.830696359,403.60437,24377,739.929626,1e+06
9136,000017F7,6136,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,146.868408,16.02759041,1e-05,0.2,7.554047451,7.282274945,565.832825,53431,865.901489,1e+06
9137,000017F8,6137,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,265.204926,26.0449299,1e-05,0.2,8.354894421,8.172104912,0,1,727.550232,1e+06
9138,000017F9,6138,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,270.411163,29.46820287,1e-05,0.2,8.364386662,8.182651846,415.73703,33546,589.127197,1e+06
9139,000017FA,6139,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,375.260834,41.41766011,1e-05,0.2,7.999814523,7.777571692,0,1,974.549316,1e+06
9140,000017FB,6140,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,270.516571,33.96921208,1e-05,0.2,7.409400043,7.121555604,544.4021,62232,743.860352,1e+06
9141,000017FC,6141,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,368.121246,45.18517262,1e-05,0.2,6.783109367,6.425677075,577.673767,103353,745.262573,1e+06
9142,000017FD,6142,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,161.010956,20.86769674,1e-05,0.2,8.532692797,8.369658664,424.186859,26573,644.45105,1e+06
9143,000017FE,6143,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,199.866165,22.82736629,1e-05,0.2,7.411292172,7.123657969,0,1,929.608337,1e+06
9144,000017FF,6144,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,451.675201,56.05186203,1e-05,0.2,7.05782467,6.7309163,0,1,849.367981,1e+06
9145,00001800,6145,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,207.728745,20.20899871,1e-05,0.2,7.80157058,7.557300644,319.632477,14836,557.837158,1e+06
9146,00001801,6146,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,297.133514,40.98112359,1e-05,0.2,8.080588622,7.867320691,463.504547,34844,741.85553,1e+06
9147,00001802,6147,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,370.476929,39.35659523,1e-05,0.2,7.387433116,7.097147907,0,1,826.065186,1e+06
9148,00001803,6148,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,345.527496,40.39830342,1e-05,0.2,7.14999769,6.833330767,643.789062,127002,835.011597,1e+06
9149,00001804,6149,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,213.715317,22.72254085,1e-05,0.2,7.749701805,7.499668673,634.418701,75805,864.88324,1e+06
9150,00001805,6150,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,349.56308,44.94147077,1e-05,0.2,7.061544297,6.735049219,571.408569,86994,774.180908,1e+06
9151,00001806,6151,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,175.763641,17.56278385,1e-05,0.2,7.546456112,7.273840124,365.230225,20275,745.720398,1e+06
9152,00001807,6152,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,76.274071,10.74941378,1e-05,0.2,7.751568436,7.501742706,194.411636,8482,638.479919,1e+06
9153,00001808,6153,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,145.760391,19.62565469,1e-05,0.2,6.688876126,6.320973474,352.929016,18421,674.237427,1e+06
9154,00001809,6154,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,235.749878,27.18708066,1e-05,0.2,7.464631718,7.182924131,726.80481,84223,905.411072,1e+06
9155,0000180A,6155,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,385.786896,43.41025344,1e-05,0.2,6.995126814,6.661252015,834.435303,267410,924.607666,1e+06
9156,0000180B,6156,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,66.608887,5.556704923,1e-05,0.2,7.218455845,6.909395383,162.139969,3337,534.577209,1e+06
9157,0000180C,6157,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,371.21109,47.96345895,1e-05,0.2,7.44089931,7.156554788,0,1,791.407104,1e+06
9158,0000180D,6158,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,454.617279,53.52748628,1e-05,0.2,8.63048502,8.478316689,578.00592,37689,768.538513,1e+06
9159,0000180E,6159,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,404.290253,50.99987049,1e-05,0.2,7.453717096,7.170796773,652.547852,153474,797.908752,1e+06
9160,0000180F,6160,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,455.217529,49.3632864,1e-05,0.2,7.206090179,6.895655754,696.9245,73353,910.862183,1e+06
9161,00001810,6161,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,118.826172,16.38118275,1e-05,0.2,7.700573403,7.445081559,507.44104,80885,646.791382,1e+06
9162,00001811,6162,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,450.136444,54.25695023,1e-05,0.2,7.59150539,7.323894877,765.960754,72705,970.958435,1e+06
9163,00001812,6163,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,193.884232,19.32326341,1e-05,0.2,7.815381004,7.57264556,621.34198,207786,707.252991,1e+06
9164,00001813,6164,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,346.107269,49.63338456,1e-05,0.2,7.094221365,6.771357072,736.825684,450239,801.443115,1e+06
9165,00001814,6165,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,142.418442,13.27964148,1e-05,0.2,7.130129963,6.811255515,672.810791,208331,799.443115,1e+06
9166,00001815,6166,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,218.025421,20.95902189,1e-05,0.2,6.860607397,6.511785996,757.772217,311924,855.362488,1e+06
9167,00001816,6167,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,266.507416,35.42336205,1e-05,0.2,7.933809852,7.704233168,500.693481,66620,666.361938,1e+06
9168,00001817,6168,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,160.876022,19.35618211,1e-05,0.2,8.584296984,8.426996649,525.039795,30074,826.178467,1e+06
9169,00001818,6169,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,122.420044,16.58396373,1e-05,0.2,7.250791962,6.945324402,340.450806,19549,613.901428,1e+06
9170,00001819,6170,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,401.232239,51.16500475,1e-05,0.2,7.729524956,7.477249951,646.6026,152379,736.460632,1e+06
9171,0000181A,6171,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,224.268616,24.93984486,1e-05,0.2,7.533573554,7.259526171,422.637115,24752,714.648743,1e+06
9172,0000181B,6172,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,277.412903,28.34497924,1e-05,0.2,7.821315236,7.579239151,0,1,740.299072,1e+06
9173,0000181C,6173,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,248.903885,31.3117129,1e-05,0.2,7.624059282,7.360065869,608.881775,131250,719.125366,1e+06
9174,0000181D,6174,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,141.682022,15.27507866,1e-05,0.2,7.5190229,7.243358777,0,1,700.238708,1e+06
9175,0000181E,6175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,378.886993,48.93583452,1e-05,0.2,7.139693467,6.82188163,0,1,987.678284,1e+06
9176,0000181F,6176,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,164.889938,16.76531894,1e-05,0.2,7.557687736,7.286319706,0,1,969.086914,1e+06
9177,00001820,6177,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,426.6091,51.81413667,1e-05,0.2,7.019250052,6.688055613,0,1,1004.953491,1e+06
9178,00001821,6178,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,485.807709,60.18963083,1e-05,0.2,7.797664813,7.552960903,835.604065,222545,944.614685,1e+06
9179,00001822,6179,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,219.340195,28.48501062,1e-05,0.2,7.411539272,7.123932525,0,1,722.473083,1e+06
9180,00001823,6180,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,297.188599,31.84096243,1e-05,0.2,7.302619946,7.002911051,495.898804,47179,679.42511,1e+06
9181,00001824,6181,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,415.353912,52.24850329,1e-05,0.2,7.821760735,7.57973415,546.80249,71799,741.839417,1e+06
9182,00001825,6182,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,329.026489,42.23578119,1e-05,0.2,7.576309136,7.307010151,0,1,846.763428,1e+06
9183,00001826,6183,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,247.430145,25.12423374,1e-05,0.2,7.888638175,7.654042417,0,1,918.934265,1e+06
9184,00001827,6184,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,97.060585,10.58529095,1e-05,0.2,7.479300793,7.199223103,584.950684,238005,684.668457,1e+06
9185,00001828,6185,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,333.055359,38.24079949,1e-05,0.2,7.869742511,7.633047235,0,1,784.004517,1e+06
9186,00001829,6186,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,502.680786,61.31873504,1e-05,0.2,8.432879558,8.258755065,842.843445,329470,893.375488,1e+06
9187,0000182A,6187,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,238.318207,30.20962362,1e-05,0.2,7.415242887,7.128047652,438.52063,28160,654.557617,1e+06
9188,0000182B,6188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,415.203522,48.2809698,1e-05,0.2,8.010486646,7.789429607,0,1,981.750671,1e+06
9189,0000182C,6189,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,141.837021,15.97786149,1e-05,0.2,7.566945698,7.296606331,260.97467,10516,616.714966,1e+06
9190,0000182D,6190,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,331.385101,42.46128082,1e-05,0.2,7.776427872,7.529364303,628.708801,130206,728.925659,1e+06
9191,0000182E,6191,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,388.129791,50.65227883,1e-05,0.2,7.713934185,7.459926872,0,1,777.101318,1e+06
9192,0000182F,6192,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,367.061432,43.73534633,1e-05,0.2,7.080701838,6.756335376,0,1,989.943298,1e+06
9193,00001830,6193,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,347.095123,42.7005012,1e-05,0.2,7.07847945,6.753866055,0,1,878.194824,1e+06
9194,00001831,6194,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,490.672272,67.08263248,1e-05,0.2,9.060621308,8.956245898,0,1,864.765869,1e+06
9195,00001832,6195,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,193.321289,21.55797162,1e-05,0.2,6.833355763,6.481506404,272.572906,8301,653.897827,1e+06
9196,00001833,6196,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,221.344437,23.18022724,1e-05,0.2,7.375541974,7.083935527,0,1,837.187012,1e+06
9197,00001834,6197,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,206.496063,19.80326604,1e-05,0.2,8.365609624,8.184010693,327.982147,10272,689.544617,1e+06
9198,00001835,6198,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,497.461456,57.55371724,1e-05,0.2,6.806447141,6.451607935,824.533325,147512,977.612061,1e+06
9199,00001836,6199,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,602.479248,82.68916501,1e-05,0.2,7.651000441,7.39000049,863.879517,460115,920.550537,1e+06
9200,00001837,6200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,274.867493,35.57132434,1e-05,0.2,8.134322479,7.927024977,0,1,760.902039,1e+06
9201,00001838,6201,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,221.558151,22.9663893,1e-05,0.2,7.585377928,7.317086586,421.756012,27488,748.536194,1e+06
9202,00001839,6202,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,400.08252,43.91330281,1e-05,0.2,7.033559977,6.70395553,0,1,992.912659,1e+06
9203,0000183A,6203,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,130.977173,14.42847204,1e-05,0.2,8.085200143,7.872444603,0,1,853.031921,1e+06
9204,0000183B,6204,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,576.417297,83.04640507,1e-05,0.2,8.161470476,7.957189418,0,1,976.440613,1e+06
9205,0000183C,6205,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,387.761963,44.88477121,1e-05,0.2,7.417641712,7.130713013,731.885071,422560,787.230896,1e+06
9206,0000183D,6206,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,575.69812,71.90148352,1e-05,0.2,7.539539815,7.26615535,787.630615,75723,973.17804,1e+06
9207,0000183E,6207,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,125.056969,14.72329534,1e-05,0.2,7.517665847,7.241850941,409.697235,34547,691.242798,1e+06
9208,0000183F,6208,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,351.606201,34.5130515,1e-05,0.2,6.85411726,6.504574734,0,1,925.94696,1e+06
9209,00001840,6209,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,360.949188,39.75093555,1e-05,0.2,6.524650994,6.138501105,831.913269,140456,995.669067,1e+06
9210,00001841,6210,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,383.605225,47.64717267,1e-05,0.2,6.950003127,6.611114585,0,1,877.85437,1e+06
9211,00001842,6211,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,95.638512,11.53505339,1e-05,0.2,7.518652469,7.242947188,182.748734,4871,561.473511,1e+06
9212,00001843,6212,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,345.33139,47.74061168,1e-05,0.2,6.93182592,6.590917689,721.58313,137432,864.157043,1e+06
9213,00001844,6213,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,260.99353,23.49394861,1e-05,0.2,7.926834387,7.696482652,697.677246,315556,760.673828,1e+06
9214,00001845,6214,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,383.620544,47.06573944,1e-05,0.2,7.411600322,7.124000358,525.76239,32671,669.956116,1e+06
9215,00001846,6215,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,139.420502,19.43004527,1e-05,0.2,7.371435565,7.07937285,601.012634,220739,716.924255,1e+06
9216,00001847,6216,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,178.987671,23.68959435,1e-05,0.2,6.97626901,6.6402989,361.553986,22554,612.22998,1e+06
9217,00001848,6217,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,221.386642,27.33886713,1e-05,0.2,7.237000565,6.930000628,0,1,884.218079,1e+06
9218,00001849,6218,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,321.644989,38.22414772,1e-05,0.2,8.135961946,7.928846607,472.11673,27681,745.78241,1e+06
9219,0000184A,6219,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,271.007782,29.22414435,1e-05,0.2,7.496769641,7.218632934,864.058899,739798,884.370605,1e+06
9220,0000184B,6220,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,281.298279,27.95485321,1e-05,0.2,7.110275135,6.789194594,681.771484,147228,843.979553,1e+06
9221,0000184C,6221,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,172.528183,21.79294283,1e-05,0.2,8.584638655,8.427376283,352.586548,20918,599.503723,1e+06
9222,0000184D,6222,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,368.013947,52.07763643,1e-05,0.2,7.347464201,7.052738001,775.593506,306721,864.426575,1e+06
9223,0000184E,6223,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,225.561737,25.3638178,1e-05,0.2,7.712328849,7.458143165,0,1,718.709412,1e+06
9224,0000184F,6224,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,176.004135,17.78789922,1e-05,0.2,7.14834751,6.831497233,540.393677,57207,728.839111,1e+06
