,index,mu_driver_birth,s_driver_birth
67,00000021a,1e-05,0.05
68,00000021aa,1e-05,0.05
69,00000022a,1e-05,0.05
70,00000022aa,1e-05,0.05
71,00000023a,1e-05,0.05
72,00000023aa,1e-05,0.05
73,00000024a,1e-05,0.05
74,00000024aa,1e-05,0.05
75,00000025a,1e-05,0.05
76,00000025aa,1e-05,0.05
77,00000026a,1e-05,0.05
78,00000026aa,1e-05,0.05
79,00000027a,1e-05,0.05
80,00000027aa,1e-05,0.05
81,00000028a,1e-05,0.05
82,00000028aa,1e-05,0.05
83,00000029a,1e-05,0.05
84,00000029aa,1e-05,0.05
85,0000002Aa,1e-05,0.05
86,0000002Aaa,1e-05,0.05
87,0000002Ba,1e-05,0.05
88,0000002Baa,1e-05,0.05
89,0000002Ca,1e-05,0.05
90,0000002Caa,1e-05,0.05
91,0000002Da,1e-05,0.05
92,0000002Daa,1e-05,0.05
93,0000002Ea,1e-05,0.05
94,0000002Eaa,1e-05,0.05
95,0000002Fa,1e-05,0.05
96,0000002Faa,1e-05,0.05
97,00000030a,1e-05,0.05
98,00000030aa,1e-05,0.05
99,00000031a,1e-05,0.05
100,00000031aa,1e-05,0.05
101,00000032a,1e-05,0.05
102,00000032aa,1e-05,0.05
103,00000033a,1e-05,0.05
104,00000033aa,1e-05,0.05
105,00000034a,1e-05,0.05
106,00000034aa,1e-05,0.05
107,00000035a,1e-05,0.05
108,00000035aa,1e-05,0.05
109,00000036a,1e-05,0.05
110,00000036aa,1e-05,0.05
111,00000037a,1e-05,0.05
112,00000037aa,1e-05,0.05
113,00000038a,1e-05,0.05
114,00000038aa,1e-05,0.05
115,00000039a,1e-05,0.05
116,00000039aa,1e-05,0.05
117,0000003Aa,1e-05,0.05
118,0000003Aaa,1e-05,0.05
119,0000003Ba,1e-05,0.05
120,0000003Baa,1e-05,0.05
121,0000003Ca,1e-05,0.05
122,0000003Caa,1e-05,0.05
123,0000003Da,1e-05,0.05
124,0000003Daa,1e-05,0.05
125,0000003Ea,1e-05,0.05
126,0000003Eaa,1e-05,0.05
127,0000003Fa,1e-05,0.05
128,0000003Faa,1e-05,0.05
129,00000040a,1e-05,0.05
130,00000040aa,1e-05,0.05
131,00000041a,1e-05,0.05
132,00000041aa,1e-05,0.05
133,00000042a,1e-05,0.05
134,00000042aa,1e-05,0.05
135,00000043a,1e-05,0.05
136,00000043aa,1e-05,0.05
137,00000044a,1e-05,0.05
138,00000044aa,1e-05,0.05
139,00000045a,1e-05,0.05
140,00000045aa,1e-05,0.05
141,00000046a,1e-05,0.05
142,00000046aa,1e-05,0.05
143,00000047a,1e-05,0.05
144,00000047aa,1e-05,0.05
145,00000048a,1e-05,0.05
146,00000048aa,1e-05,0.05
147,00000049a,1e-05,0.05
148,00000049aa,1e-05,0.05
149,0000004Aa,1e-05,0.05
150,0000004Aaa,1e-05,0.05
151,0000004Ba,1e-05,0.05
152,0000004Baa,1e-05,0.05
153,0000004Ca,1e-05,0.05
154,0000004Caa,1e-05,0.05
155,0000004Da,1e-05,0.05
156,0000004Daa,1e-05,0.05
157,0000004Ea,1e-05,0.05
158,0000004Eaa,1e-05,0.05
159,0000004Fa,1e-05,0.05
160,0000004Faa,1e-05,0.05
161,00000050a,1e-05,0.05
162,00000050aa,1e-05,0.05
163,00000051a,1e-05,0.05
164,00000051aa,1e-05,0.05
165,00000052a,1e-05,0.05
166,00000052aa,1e-05,0.05
167,00000053a,1e-05,0.05
168,00000053aa,1e-05,0.05
169,00000054a,1e-05,0.05
170,00000054aa,1e-05,0.05
171,00000055a,1e-05,0.05
172,00000055aa,1e-05,0.05
173,00000056a,1e-05,0.05
174,00000056aa,1e-05,0.05
175,00000057a,1e-05,0.05
176,00000057aa,1e-05,0.05
177,00000058a,1e-05,0.05
178,00000058aa,1e-05,0.05
179,00000059a,1e-05,0.05
180,00000059aa,1e-05,0.05
181,0000005Aa,1e-05,0.05
182,0000005Aaa,1e-05,0.05
183,0000005Ba,1e-05,0.05
184,0000005Baa,1e-05,0.05
185,0000005Ca,1e-05,0.05
186,0000005Caa,1e-05,0.05
187,0000005Da,1e-05,0.05
188,0000005Daa,1e-05,0.05
189,0000005Ea,1e-05,0.05
190,0000005Eaa,1e-05,0.05
191,0000005Fa,1e-05,0.05
192,0000005Faa,1e-05,0.05
193,00000060a,1e-05,0.05
194,00000060aa,1e-05,0.05
195,00000061a,1e-05,0.05
196,00000061aa,1e-05,0.05
197,00000062a,1e-05,0.05
198,00000062aa,1e-05,0.05
199,00000063a,1e-05,0.05
200,00000063aa,1e-05,0.05
201,00000064a,1e-05,0.05
202,00000064aa,1e-05,0.05
203,00000065a,1e-05,0.05
204,00000065aa,1e-05,0.05
205,00000066a,1e-05,0.05
206,00000066aa,1e-05,0.05
207,00000067a,1e-05,0.05
208,00000067aa,1e-05,0.05
209,00000068a,1e-05,0.05
210,00000068aa,1e-05,0.05
211,00000069a,1e-05,0.05
212,00000069aa,1e-05,0.05
213,0000006Aa,1e-05,0.05
214,0000006Aaa,1e-05,0.05
215,0000006Ba,1e-05,0.05
216,0000006Baa,1e-05,0.05
217,0000006Ca,1e-05,0.05
218,0000006Caa,1e-05,0.05
219,0000006Da,1e-05,0.05
220,0000006Daa,1e-05,0.05
221,0000006Ea,1e-05,0.05
222,0000006Eaa,1e-05,0.05
223,0000006Fa,1e-05,0.05
224,0000006Faa,1e-05,0.05
225,00000070a,1e-05,0.05
226,00000070aa,1e-05,0.05
227,00000071a,1e-05,0.05
228,00000071aa,1e-05,0.05
229,00000072a,1e-05,0.05
230,00000072aa,1e-05,0.05
231,00000073a,1e-05,0.05
232,00000073aa,1e-05,0.05
233,00000074a,1e-05,0.05
234,00000074aa,1e-05,0.05
235,00000075a,1e-05,0.05
236,00000075aa,1e-05,0.05
237,00000076a,1e-05,0.05
238,00000076aa,1e-05,0.05
239,00000077a,1e-05,0.05
240,00000077aa,1e-05,0.05
241,00000078a,1e-05,0.05
242,00000078aa,1e-05,0.05
243,00000079a,1e-05,0.05
244,00000079aa,1e-05,0.05
245,0000007Aa,1e-05,0.05
246,0000007Aaa,1e-05,0.05
247,0000007Ba,1e-05,0.05
248,0000007Baa,1e-05,0.05
249,0000007Ca,1e-05,0.05
250,0000007Caa,1e-05,0.05
251,0000007Da,1e-05,0.05
252,0000007Daa,1e-05,0.05
253,0000007Ea,1e-05,0.05
254,0000007Eaa,1e-05,0.05
255,0000007Fa,1e-05,0.05
256,0000007Faa,1e-05,0.05
257,00000080a,1e-05,0.05
258,00000080aa,1e-05,0.05
259,00000081a,1e-05,0.05
260,00000081aa,1e-05,0.05
261,00000082a,1e-05,0.05
262,00000082aa,1e-05,0.05
263,00000083a,1e-05,0.05
264,00000083aa,1e-05,0.05
265,00000084a,1e-05,0.05
266,00000084aa,1e-05,0.05
267,00000085a,1e-05,0.05
268,00000085aa,1e-05,0.05
269,00000086a,1e-05,0.05
270,00000086aa,1e-05,0.05
271,00000087a,1e-05,0.05
272,00000087aa,1e-05,0.05
273,00000088a,1e-05,0.05
274,00000088aa,1e-05,0.05
275,00000089a,1e-05,0.05
276,00000089aa,1e-05,0.05
277,0000008Aa,1e-05,0.05
278,0000008Aaa,1e-05,0.05
279,0000008Ba,1e-05,0.05
280,0000008Baa,1e-05,0.05
281,0000008Ca,1e-05,0.05
282,0000008Caa,1e-05,0.05
283,0000008Da,1e-05,0.05
284,0000008Daa,1e-05,0.05
285,0000008Ea,1e-05,0.05
286,0000008Eaa,1e-05,0.05
287,0000008Fa,1e-05,0.05
288,0000008Faa,1e-05,0.05
289,00000090a,1e-05,0.05
290,00000090aa,1e-05,0.05
291,00000091a,1e-05,0.05
292,00000091aa,1e-05,0.05
293,00000092a,1e-05,0.05
294,00000092aa,1e-05,0.05
295,00000093a,1e-05,0.05
296,00000093aa,1e-05,0.05
297,00000094a,1e-05,0.05
298,00000094aa,1e-05,0.05
299,00000095a,1e-05,0.05
300,00000095aa,1e-05,0.05
301,00000096a,1e-05,0.05
302,00000096aa,1e-05,0.05
303,00000097a,1e-05,0.05
304,00000097aa,1e-05,0.05
305,00000098a,1e-05,0.05
306,00000098aa,1e-05,0.05
307,00000099a,1e-05,0.05
308,00000099aa,1e-05,0.05
309,0000009Aa,1e-05,0.05
310,0000009Aaa,1e-05,0.05
311,0000009Ba,1e-05,0.05
312,0000009Baa,1e-05,0.05
313,0000009Ca,1e-05,0.05
314,0000009Caa,1e-05,0.05
315,0000009Da,1e-05,0.05
316,0000009Daa,1e-05,0.05
317,0000009Ea,1e-05,0.05
318,0000009Eaa,1e-05,0.05
319,0000009Fa,1e-05,0.05
320,0000009Faa,1e-05,0.05
321,000000A0a,1e-05,0.05
322,000000A0aa,1e-05,0.05
323,000000A1a,1e-05,0.05
324,000000A1aa,1e-05,0.05
325,000000A2a,1e-05,0.05
326,000000A2aa,1e-05,0.05
327,000000A3a,1e-05,0.05
328,000000A3aa,1e-05,0.05
329,000000A4a,1e-05,0.05
330,000000A4aa,1e-05,0.05
331,000000A5a,1e-05,0.05
332,000000A5aa,1e-05,0.05
333,000000A6a,1e-05,0.05
334,000000A6aa,1e-05,0.05
335,000000A7a,1e-05,0.05
336,000000A7aa,1e-05,0.05
337,000000A8a,1e-05,0.05
338,000000A8aa,1e-05,0.05
339,000000A9a,1e-05,0.05
340,000000A9aa,1e-05,0.05
341,000000AAa,1e-05,0.05
342,000000AAaa,1e-05,0.05
343,000000ABa,1e-05,0.05
344,000000ABaa,1e-05,0.05
345,000000ACa,1e-05,0.05
346,000000ACaa,1e-05,0.05
347,000000ADa,1e-05,0.05
348,000000ADaa,1e-05,0.05
349,000000AEa,1e-05,0.05
350,000000AEaa,1e-05,0.05
351,000000AFa,1e-05,0.05
352,000000AFaa,1e-05,0.05
353,000000B0a,1e-05,0.05
354,000000B0aa,1e-05,0.05
355,000000B1a,1e-05,0.05
356,000000B1aa,1e-05,0.05
357,000000B2a,1e-05,0.05
358,000000B2aa,1e-05,0.05
359,000000B3a,1e-05,0.05
360,000000B3aa,1e-05,0.05
361,000000B4a,1e-05,0.05
362,000000B4aa,1e-05,0.05
363,000000B5a,1e-05,0.05
364,000000B5aa,1e-05,0.05
365,000000B6a,1e-05,0.05
366,000000B6aa,1e-05,0.05
367,000000B7a,1e-05,0.05
368,000000B7aa,1e-05,0.05
369,000000B8a,1e-05,0.05
370,000000B8aa,1e-05,0.05
371,000000B9a,1e-05,0.05
372,000000B9aa,1e-05,0.05
373,000000BAa,1e-05,0.05
374,000000BAaa,1e-05,0.05
375,000000BBa,1e-05,0.05
376,000000BBaa,1e-05,0.05
377,000000BCa,1e-05,0.05
378,000000BCaa,1e-05,0.05
379,000000BDa,1e-05,0.05
380,000000BDaa,1e-05,0.05
381,000000BEa,1e-05,0.05
382,000000BEaa,1e-05,0.05
383,000000BFa,1e-05,0.05
384,000000BFaa,1e-05,0.05
385,000000C0a,1e-05,0.05
386,000000C0aa,1e-05,0.05
387,000000C1a,1e-05,0.05
388,000000C1aa,1e-05,0.05
389,000000C2a,1e-05,0.05
390,000000C2aa,1e-05,0.05
391,000000C3a,1e-05,0.05
392,000000C3aa,1e-05,0.05
393,000000C4a,1e-05,0.05
394,000000C4aa,1e-05,0.05
395,000000C5a,1e-05,0.05
396,000000C5aa,1e-05,0.05
397,000000C6a,1e-05,0.05
398,000000C6aa,1e-05,0.05
399,000000C7a,1e-05,0.05
400,000000C7aa,1e-05,0.05
401,000000C8a,1e-05,0.05
402,000000C8aa,1e-05,0.05
403,000000C9a,1e-05,0.05
404,000000C9aa,1e-05,0.05
405,000000CAa,1e-05,0.05
406,000000CAaa,1e-05,0.05
407,000000CBa,1e-05,0.05
408,000000CBaa,1e-05,0.05
409,000000CCa,1e-05,0.05
410,000000CCaa,1e-05,0.05
411,000000CDa,1e-05,0.05
412,000000CDaa,1e-05,0.05
413,000000CEa,1e-05,0.05
414,000000CEaa,1e-05,0.05
415,000000CFa,1e-05,0.05
416,000000CFaa,1e-05,0.05
417,000000D0a,1e-05,0.05
418,000000D0aa,1e-05,0.05
419,000000D1a,1e-05,0.05
420,000000D1aa,1e-05,0.05
421,000000D2a,1e-05,0.05
422,000000D2aa,1e-05,0.05
423,000000D3a,1e-05,0.05
424,000000D3aa,1e-05,0.05
425,000000D4a,1e-05,0.05
426,000000D4aa,1e-05,0.05
427,000000D5a,1e-05,0.05
428,000000D5aa,1e-05,0.05
429,000000D6a,1e-05,0.05
430,000000D6aa,1e-05,0.05
431,000000D7a,1e-05,0.05
432,000000D7aa,1e-05,0.05
433,000000D8a,1e-05,0.05
434,000000D8aa,1e-05,0.05
435,000000D9a,1e-05,0.05
436,000000D9aa,1e-05,0.05
437,000000DAa,1e-05,0.05
438,000000DAaa,1e-05,0.05
439,000000DBa,1e-05,0.05
440,000000DBaa,1e-05,0.05
441,000000DCa,1e-05,0.05
442,000000DCaa,1e-05,0.05
443,000000DDa,1e-05,0.05
444,000000DDaa,1e-05,0.05
445,000000DEa,1e-05,0.05
446,000000DEaa,1e-05,0.05
447,000000DFa,1e-05,0.05
448,000000DFaa,1e-05,0.05
449,000000E0a,1e-05,0.05
450,000000E0aa,1e-05,0.05
451,000000E1a,1e-05,0.05
452,000000E1aa,1e-05,0.05
453,000000E2a,1e-05,0.05
454,000000E2aa,1e-05,0.05
455,000000E3a,1e-05,0.05
456,000000E3aa,1e-05,0.05
457,000000E4a,1e-05,0.05
458,000000E4aa,1e-05,0.05
459,000000E5a,1e-05,0.05
460,000000E5aa,1e-05,0.05
461,000000E6a,1e-05,0.05
462,000000E6aa,1e-05,0.05
463,000000E7a,1e-05,0.05
464,000000E7aa,1e-05,0.05
465,000000E8a,1e-05,0.05
466,000000E8aa,1e-05,0.05
467,000000E9a,1e-05,0.05
468,000000E9aa,1e-05,0.05
469,000000EAa,1e-05,0.05
470,000000EAaa,1e-05,0.05
471,000000EBa,1e-05,0.05
472,000000EBaa,1e-05,0.05
473,000000ECa,1e-05,0.05
474,000000ECaa,1e-05,0.05
475,000000EDa,1e-05,0.05
476,000000EDaa,1e-05,0.05
477,000000EEa,1e-05,0.05
478,000000EEaa,1e-05,0.05
479,000000EFa,1e-05,0.05
480,000000EFaa,1e-05,0.05
481,000000F0a,1e-05,0.05
482,000000F0aa,1e-05,0.05
483,000000F1a,1e-05,0.05
484,000000F1aa,1e-05,0.05
485,000000F2a,1e-05,0.05
486,000000F2aa,1e-05,0.05
487,000000F3a,1e-05,0.05
488,000000F3aa,1e-05,0.05
489,000000F4a,1e-05,0.05
490,000000F4aa,1e-05,0.05
491,000000F5a,1e-05,0.05
492,000000F5aa,1e-05,0.05
493,000000F6a,1e-05,0.05
494,000000F6aa,1e-05,0.05
495,000000F7a,1e-05,0.05
496,000000F7aa,1e-05,0.05
497,000000F8a,1e-05,0.05
498,000000F8aa,1e-05,0.05
499,000000F9a,1e-05,0.05
500,000000F9aa,1e-05,0.05
501,000000FAa,1e-05,0.05
502,000000FAaa,1e-05,0.05
503,000000FBa,1e-05,0.05
504,000000FBaa,1e-05,0.05
505,000000FCa,1e-05,0.05
506,000000FCaa,1e-05,0.05
507,000000FDa,1e-05,0.05
508,000000FDaa,1e-05,0.05
509,000000FEa,1e-05,0.05
510,000000FEaa,1e-05,0.05
511,000000FFa,1e-05,0.05
512,000000FFaa,1e-05,0.05
513,00000100a,1e-05,0.05
514,00000100aa,1e-05,0.05
515,00000101a,1e-05,0.05
516,00000101aa,1e-05,0.05
517,00000102a,1e-05,0.05
518,00000102aa,1e-05,0.05
519,00000103a,1e-05,0.05
520,00000103aa,1e-05,0.05
521,00000104a,1e-05,0.05
522,00000104aa,1e-05,0.05
523,00000105a,1e-05,0.05
524,00000105aa,1e-05,0.05
525,00000106a,1e-05,0.05
526,00000106aa,1e-05,0.05
527,00000107a,1e-05,0.05
528,00000107aa,1e-05,0.05
529,00000108a,1e-05,0.05
530,00000108aa,1e-05,0.05
531,00000109a,1e-05,0.05
532,00000109aa,1e-05,0.05
533,0000010Aa,1e-05,0.05
534,0000010Aaa,1e-05,0.05
535,0000010Ba,1e-05,0.05
536,0000010Baa,1e-05,0.05
537,0000010Ca,1e-05,0.05
538,0000010Caa,1e-05,0.05
539,0000010Da,1e-05,0.05
540,0000010Daa,1e-05,0.05
541,0000010Ea,1e-05,0.05
542,0000010Eaa,1e-05,0.05
543,0000010Fa,1e-05,0.05
544,0000010Faa,1e-05,0.05
545,00000110a,1e-05,0.05
546,00000110aa,1e-05,0.05
547,00000111a,1e-05,0.05
548,00000111aa,1e-05,0.05
549,00000112a,1e-05,0.05
550,00000112aa,1e-05,0.05
551,00000113a,1e-05,0.05
552,00000113aa,1e-05,0.05
553,00000114a,1e-05,0.05
554,00000114aa,1e-05,0.05
555,00000115a,1e-05,0.05
556,00000115aa,1e-05,0.05
557,00000116a,1e-05,0.05
558,00000116aa,1e-05,0.05
559,00000117a,1e-05,0.05
560,00000117aa,1e-05,0.05
561,00000118a,1e-05,0.05
562,00000118aa,1e-05,0.05
563,00000119a,1e-05,0.05
564,00000119aa,1e-05,0.05
565,0000011Aa,1e-05,0.05
566,0000011Aaa,1e-05,0.05
567,0000011Ba,1e-05,0.05
568,0000011Baa,1e-05,0.05
569,0000011Ca,1e-05,0.05
570,0000011Caa,1e-05,0.05
571,0000011Da,1e-05,0.05
572,0000011Daa,1e-05,0.05
573,0000011Ea,1e-05,0.05
574,0000011Eaa,1e-05,0.05
575,0000011Fa,1e-05,0.05
576,0000011Faa,1e-05,0.05
577,00000120a,1e-05,0.05
578,00000120aa,1e-05,0.05
579,00000121a,1e-05,0.05
580,00000121aa,1e-05,0.05
581,00000122a,1e-05,0.05
582,00000122aa,1e-05,0.05
583,00000123a,1e-05,0.05
584,00000123aa,1e-05,0.05
585,00000124a,1e-05,0.05
586,00000124aa,1e-05,0.05
587,00000125a,1e-05,0.05
588,00000125aa,1e-05,0.05
589,00000126a,1e-05,0.05
590,00000126aa,1e-05,0.05
591,00000127a,1e-05,0.05
592,00000127aa,1e-05,0.05
593,00000128a,1e-05,0.05
594,00000128aa,1e-05,0.05
595,00000129a,1e-05,0.05
596,00000129aa,1e-05,0.05
597,0000012Aa,1e-05,0.05
598,0000012Aaa,1e-05,0.05
599,0000012Ba,1e-05,0.05
600,0000012Baa,1e-05,0.05
601,0000012Ca,1e-05,0.05
602,0000012Caa,1e-05,0.05
603,0000012Da,1e-05,0.05
604,0000012Daa,1e-05,0.05
605,0000012Ea,1e-05,0.05
606,0000012Eaa,1e-05,0.05
607,0000012Fa,1e-05,0.05
608,0000012Faa,1e-05,0.05
609,00000130a,1e-05,0.05
610,00000130aa,1e-05,0.05
611,00000131a,1e-05,0.05
612,00000131aa,1e-05,0.05
613,00000132a,1e-05,0.05
614,00000132aa,1e-05,0.05
615,00000133a,1e-05,0.05
616,00000133aa,1e-05,0.05
617,00000134a,1e-05,0.05
618,00000134aa,1e-05,0.05
619,00000135a,1e-05,0.05
620,00000135aa,1e-05,0.05
621,00000136a,1e-05,0.05
622,00000136aa,1e-05,0.05
623,00000137a,1e-05,0.05
624,00000137aa,1e-05,0.05
625,00000138a,1e-05,0.05
626,00000138aa,1e-05,0.05
627,00000139a,1e-05,0.05
628,00000139aa,1e-05,0.05
629,0000013Aa,1e-05,0.05
630,0000013Aaa,1e-05,0.05
631,0000013Ba,1e-05,0.05
632,0000013Baa,1e-05,0.05
633,0000013Ca,1e-05,0.05
634,0000013Caa,1e-05,0.05
635,0000013Da,1e-05,0.05
636,0000013Daa,1e-05,0.05
637,0000013Ea,1e-05,0.05
638,0000013Eaa,1e-05,0.05
639,0000013Fa,1e-05,0.05
640,0000013Faa,1e-05,0.05
641,00000140a,1e-05,0.05
642,00000140aa,1e-05,0.05
643,00000141a,1e-05,0.05
644,00000141aa,1e-05,0.05
645,00000142a,1e-05,0.05
646,00000142aa,1e-05,0.05
647,00000143a,1e-05,0.05
648,00000143aa,1e-05,0.05
649,00000144a,1e-05,0.05
650,00000144aa,1e-05,0.05
651,00000145a,1e-05,0.05
652,00000145aa,1e-05,0.05
653,00000146a,1e-05,0.05
654,00000146aa,1e-05,0.05
655,00000147a,1e-05,0.05
656,00000147aa,1e-05,0.05
657,00000148a,1e-05,0.05
658,00000148aa,1e-05,0.05
659,00000149a,1e-05,0.05
660,00000149aa,1e-05,0.05
661,0000014Aa,1e-05,0.05
662,0000014Aaa,1e-05,0.05
663,0000014Ba,1e-05,0.05
664,0000014Baa,1e-05,0.05
665,0000014Ca,1e-05,0.05
666,0000014Caa,1e-05,0.05
667,0000014Da,1e-05,0.05
668,0000014Daa,1e-05,0.05
669,0000014Ea,1e-05,0.05
670,0000014Eaa,1e-05,0.05
671,0000014Fa,1e-05,0.05
672,0000014Faa,1e-05,0.05
673,00000150a,1e-05,0.05
674,00000150aa,1e-05,0.05
675,00000151a,1e-05,0.05
676,00000151aa,1e-05,0.05
677,00000152a,1e-05,0.05
678,00000152aa,1e-05,0.05
679,00000153a,1e-05,0.05
680,00000153aa,1e-05,0.05
681,00000154a,1e-05,0.05
682,00000154aa,1e-05,0.05
683,00000155a,1e-05,0.05
684,00000155aa,1e-05,0.05
685,00000156a,1e-05,0.05
686,00000156aa,1e-05,0.05
687,00000157a,1e-05,0.05
688,00000157aa,1e-05,0.05
689,00000158a,1e-05,0.05
690,00000158aa,1e-05,0.05
691,00000159a,1e-05,0.05
692,00000159aa,1e-05,0.05
693,0000015Aa,1e-05,0.05
694,0000015Aaa,1e-05,0.05
695,0000015Ba,1e-05,0.05
696,0000015Baa,1e-05,0.05
697,0000015Ca,1e-05,0.05
698,0000015Caa,1e-05,0.05
699,0000015Da,1e-05,0.05
700,0000015Daa,1e-05,0.05
701,0000015Ea,1e-05,0.05
702,0000015Eaa,1e-05,0.05
703,0000015Fa,1e-05,0.05
704,0000015Faa,1e-05,0.05
705,00000160a,1e-05,0.05
706,00000160aa,1e-05,0.05
707,00000161a,1e-05,0.05
708,00000161aa,1e-05,0.05
709,00000162a,1e-05,0.05
710,00000162aa,1e-05,0.05
711,00000163a,1e-05,0.05
712,00000163aa,1e-05,0.05
713,00000164a,1e-05,0.05
714,00000164aa,1e-05,0.05
715,00000165a,1e-05,0.05
716,00000165aa,1e-05,0.05
717,00000166a,1e-05,0.05
718,00000166aa,1e-05,0.05
719,00000167a,1e-05,0.05
720,00000167aa,1e-05,0.05
721,00000168a,1e-05,0.05
722,00000168aa,1e-05,0.05
723,00000169a,1e-05,0.05
724,00000169aa,1e-05,0.05
725,0000016Aa,1e-05,0.05
726,0000016Aaa,1e-05,0.05
727,0000016Ba,1e-05,0.05
728,0000016Baa,1e-05,0.05
729,0000016Ca,1e-05,0.05
730,0000016Caa,1e-05,0.05
731,0000016Da,1e-05,0.05
732,0000016Daa,1e-05,0.05
733,0000016Ea,1e-05,0.05
734,0000016Eaa,1e-05,0.05
735,0000016Fa,1e-05,0.05
736,0000016Faa,1e-05,0.05
737,00000170a,1e-05,0.05
738,00000170aa,1e-05,0.05
739,00000171a,1e-05,0.05
740,00000171aa,1e-05,0.05
741,00000172a,1e-05,0.05
742,00000172aa,1e-05,0.05
743,00000173a,1e-05,0.05
744,00000173aa,1e-05,0.05
745,00000174a,1e-05,0.05
746,00000174aa,1e-05,0.05
747,00000175a,1e-05,0.05
748,00000175aa,1e-05,0.05
749,00000176a,1e-05,0.05
750,00000176aa,1e-05,0.05
751,00000177a,1e-05,0.05
752,00000177aa,1e-05,0.05
753,00000178a,1e-05,0.05
754,00000178aa,1e-05,0.05
755,00000179a,1e-05,0.05
756,00000179aa,1e-05,0.05
757,0000017Aa,1e-05,0.05
758,0000017Aaa,1e-05,0.05
759,0000017Ba,1e-05,0.05
760,0000017Baa,1e-05,0.05
761,0000017Ca,1e-05,0.05
762,0000017Caa,1e-05,0.05
763,0000017Da,1e-05,0.05
764,0000017Daa,1e-05,0.05
765,0000017Ea,1e-05,0.05
766,0000017Eaa,1e-05,0.05
767,0000017Fa,1e-05,0.05
768,0000017Faa,1e-05,0.05
769,00000180a,1e-05,0.05
770,00000180aa,1e-05,0.05
771,00000181a,1e-05,0.05
772,00000181aa,1e-05,0.05
773,00000182a,1e-05,0.05
774,00000182aa,1e-05,0.05
775,00000183a,1e-05,0.05
776,00000183aa,1e-05,0.05
777,00000184a,1e-05,0.05
778,00000184aa,1e-05,0.05
779,00000185a,1e-05,0.05
780,00000185aa,1e-05,0.05
781,00000186a,1e-05,0.05
782,00000186aa,1e-05,0.05
783,00000187a,1e-05,0.05
784,00000187aa,1e-05,0.05
785,00000188a,1e-05,0.05
786,00000188aa,1e-05,0.05
787,00000189a,1e-05,0.05
788,00000189aa,1e-05,0.05
789,0000018Aa,1e-05,0.05
790,0000018Aaa,1e-05,0.05
791,0000018Ba,1e-05,0.05
792,0000018Baa,1e-05,0.05
793,0000018Ca,1e-05,0.05
794,0000018Caa,1e-05,0.05
795,0000018Da,1e-05,0.05
796,0000018Daa,1e-05,0.05
797,0000018Ea,1e-05,0.05
798,0000018Eaa,1e-05,0.05
799,0000018Fa,1e-05,0.05
800,0000018Faa,1e-05,0.05
801,00000190a,1e-05,0.05
802,00000190aa,1e-05,0.05
803,00000191a,1e-05,0.05
804,00000191aa,1e-05,0.05
805,00000192a,1e-05,0.05
806,00000192aa,1e-05,0.05
807,00000193a,1e-05,0.05
808,00000193aa,1e-05,0.05
809,00000194a,1e-05,0.05
810,00000194aa,1e-05,0.05
811,00000195a,1e-05,0.05
812,00000195aa,1e-05,0.05
